fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
rn2k2r/1bq1ppbp/p5p1/8/2PP1P2/4B3/PP4PP/R2QKBNR w KQkq - 2 11,0.0,2.12,1.738,0.0,diverse,opening,train
rn2kb1r/pp2qppp/8/2pPnb2/2p5/2N1B3/PP1Q1PPP/R3KBNR w KQkq - 7 11,0.0,1.69,-0.788,0.0,calm,opening,train
7R/5p2/2K2P2/6kp/2p5/2P5/8/8 w - - 3 44,1.17,5.48,8.344,0.0,target,adveg,train
4B3/8/1p3k1p/1P2pP1P/4P3/r7/6K1/8 b - - 18 70,0.0,-3.05,0.152,0.0,diverse,adveg,train
5r2/2k5/4p3/2b1p1pp/P1P1P2n/1P3P1P/2P1KR2/5R2 w - - 3 38,0.0,-0.41,3.15,0.0,crowded_safe,endgame,train
3r2k1/pp3p1p/6p1/8/3P4/P2q2Pb/1P2NP1P/R1B2RK1 w - - 3 22,-1.0,-3.45,-0.976,0.0,target,midgame,train
r1b1q1k1/ppp1B1pp/3p4/8/4P2Q/5N2/PPK2PPP/R6R b - - 0 19,0.0,5.35,10.416,0.0,calm,midgame,train
4r1kr/ppp3p1/8/7p/4q3/5n2/PP1B1PQb/3R1R1K w - - 0 20,-1.09,-6.62,-8.527,0.18,target,midgame,val
r1b2rk1/pp4pp/1q6/3p4/4N3/2N2n2/PPQ1KP1P/3R1B1R w - - 0 18,-4.86,-0.13,-3.943,-4.86,working,opening,train
rn1qk1nr/pp3ppp/2p5/3p4/2PPp1b1/2B1P3/PP2NPPP/R2QKB1R w KQkq - 2 8,0.0,0.68,1.207,0.0,calm,opening,train
2kr1b1r/pp1nqppp/8/2pPnb2/2p5/2N1BN2/PP1Q1PPP/2KR1B1R w - - 11 13,-1.26,1.63,-1.7,-1.26,working,opening,train
8/8/5n2/8/5K1P/k7/6P1/8 w - - 3 78,0.0,0.63,-0.91,0.0,calm,adveg,train
8/8/8/5Nq1/4p1p1/3kN3/5PK1/8 b - - 5 75,0.0,-5.11,-9.186,0.0,diverse,endgame,val
3r3k/6p1/5pnp/8/3PP1P1/2Q4P/3N3q/3K1B2 w - - 13 53,-1.05,-1.34,0.475,0.0,target,midgame,train
1n4r1/5pk1/p3p3/N6p/3b4/1B6/5PP1/2RR2K1 b - - 3 36,0.0,4.48,4.36,0.0,calm,endgame,train
1r1qk3/1R6/1Nnppnr1/p1p1p2p/4P1pP/P1PP2B1/3Q1PP1/1R4K1 w - - 16 29,2.5,3.71,0.427,0.0,target,opening,train
1Qbqkb1r/1p1n2p1/1N1P1p2/1B2B2p/4p3/8/PP3PPP/2R2RK1 b k - 0 22,2.34,8.58,12.257,2.34,calm,opening,train
rn2k2r/3q2pp/p1p1b3/Bp3p1N/3Pn3/Q2BP3/p5PP/R4RK1 w kq - 0 19,2.7,3.67,1.843,2.7,diverse,opening,train
rn2k3/1b1pbpr1/pq3np1/2p1P1Np/2B2Q1P/1Pp2PP1/1PN3K1/R1BR4 b q - 0 19,2.34,4.28,0.745,2.34,diverse,opening,val
8/8/8/6p1/3kp3/4NqN1/5P2/5K2 b - - 23 65,0.0,-3.51,-9.626,0.0,calm,endgame,train
8/2p2pk1/3p3p/Pp1P1bp1/1N6/KP6/1R6/6q1 w - - 15 60,0.0,-6.93,-15.78,0.0,calm,endgame,train
5rk1/5ppp/3p4/3P2P1/r6q/4Bb1P/P4P1K/R5Q1 b - - 1 26,-2.16,-6.65,-12.93,-2.16,diverse,midgame,train
r1bk3r/1p2bpBp/p7/2n5/2P5/4PN1P/P4PP1/R3K2R b KQ - 0 16,1.13,-1.86,-1.862,0.0,target,midgame,train
5r1k/4n1p1/6rp/3pP2q/3P1p2/P1P4b/3B1PPP/RR1QN1K1 b - - 4 32,-1.24,0.0,4.074,0.0,target,opening,train
rn2kb1r/pb1ppp2/5np1/q1pP3p/1pP4P/N4PP1/PP2PK2/R1BQ1BNR w kq - 0 9,0.0,0.4,-1.214,0.0,diverse,opening,train
4k3/1p2r3/nQ6/P3p2P/2P1P3/1P2K3/5PP1/8 b - - 0 54,0.0,7.71,14.808,0.0,calm,endgame,val
8/1pp2pk1/3p3p/3P2p1/PK6/1P1b4/N5R1/q7 b - - 13 47,0.0,-8.5,-16.374,0.0,calm,endgame,train
r3kb1r/p1p3p1/3p1p2/2p1p2p/2P1n3/BP3NPP/P7/R3K1R1 w Qkq - 0 20,0.0,-4.37,-4.605,0.0,diverse,endgame,train
r1b1r3/1p2bp1p/pk6/2n1B3/2P5/4PN1P/P4PP1/3R1RK1 b - - 6 19,1.77,-1.76,-0.774,0.0,target,midgame,train
r2q1k1r/1p2pp2/1n3np1/6N1/5Qp1/2B5/P1B3PP/R3R2K b - - 0 25,1.62,2.2,5.499,1.62,diverse,opening,train
r2q2r1/b2n1k1p/2ppbn2/pp4B1/4PQ1P/P1NP1PP1/1PP3B1/R3K2R w KQ - 3 18,2.7,0.71,4.175,2.7,diverse,opening,train
8/8/6p1/5pBp/3k1P1P/8/r7/2K5 w - - 68 95,-3.43,-3.77,-6.776,0.0,target,adveg,train
8/1p6/1Pr1k3/1R1pp3/4n3/6P1/8/6K1 w - - 2 52,-1.12,-7.27,-9.673,0.0,target,endgame,train
3n1k2/8/8/2N1R2n/1PP3p1/8/P4PP1/6K1 b - - 2 46,4.32,6.89,12.565,0.0,target,endgame,val
r1b1r3/1pk1bpBp/p7/2n5/2P5/4PN1P/P4PP1/3RK2R w K - 3 18,1.02,-2.61,-0.682,1.02,working,midgame,train
2kr3r/p3pp1p/2pn1bp1/8/q1p2BP1/4QN1P/P4P2/1R3RK1 b - - 0 22,2.16,-0.77,-2.49,2.16,working,opening,train
8/4k3/4p1P1/3p4/1P1P4/5P2/2K4p/8 w - - 0 47,0.0,-2.28,0.733,0.0,diverse,adveg,train
8/4B3/6p1/3k1p1p/5P1P/8/r7/2K5 w - - 70 96,-2.0,-3.52,-5.853,0.0,target,adveg,train
5k2/5n2/1R6/2p4P/2P1Nnp1/1P6/P4PP1/6K1 b - - 0 42,1.27,6.33,11.964,0.0,target,endgame,train
5r1k/4R3/1pp3pp/4R3/4N1q1/8/5PP1/6K1 b - - 2 37,-1.84,-1.84,-6.925,0.0,target,endgame,train
5rk1/5p1p/p3p1p1/1p2P3/1P1q1P1Q/5B2/P1n3PP/4R2K w - - 2 36,0.0,-1.91,-0.186,0.0,diverse,midgame,train
5rk1/3n4/1pp3pp/2r4P/4R1q1/2N5/4RPP1/2Q3K1 b - - 0 30,-1.26,-0.29,-4.42,-1.26,calm,midgame,train
r3r3/1p1bbp2/pk6/2n1B2p/2PR4/4PN1P/P4PP1/3R2K1 b - - 1 21,1.32,-2.02,0.027,1.32,working,midgame,train
5knr/2p3p1/B2p4/p1pqnpBp/5P1N/Pr5P/1P3QP1/R4K1R b - - 2 22,-2.52,2.96,-0.742,-2.52,diverse,opening,train
8/4k1P1/4p3/3p4/1P1P4/5P2/2K4p/8 b - - 0 47,0.0,-1.5,1.06,0.0,diverse,adveg,train
8/6Bp/2k5/4pp1P/p1P5/Pr4P1/2K2P2/8 b - - 1 38,-1.04,-2.86,-1.669,0.0,target,adveg,val
8/4kn2/1R6/2N4n/2P3p1/1P6/P4PP1/6K1 w - - 1 44,1.93,6.91,12.58,0.0,target,endgame,train
8/1p1kpp1p/1B1p2p1/4b3/4PnKP/6P1/r1r5/3R1R2 b - - 1 24,0.0,-8.0,-9.568,0.0,calm,endgame,train
6k1/1R6/8/7P/4K3/p7/P7/6b1 w - - 3 45,3.03,4.73,6.164,0.0,target,adveg,train
8/4ppkp/3p2p1/2pP2P1/3nB3/3P2P1/4r3/5K2 w - - 6 47,0.0,-8.37,-14.152,0.0,calm,adveg,val
8/3nkp2/2p1p3/8/2BP1r2/2P4q/1P2Q2P/7K w - - 0 31,-1.53,-6.14,-7.47,-1.53,working,endgame,train
2r1kb1r/pp2pp1p/3p2p1/8/3nP3/5PP1/PP4KP/R1B4R w k - 1 15,0.0,-5.49,-6.735,0.0,diverse,endgame,train
r3k1r1/1q2pp1p/2n3pB/5bN1/1p6/4P3/1R2BPPP/3Q1RK1 b q - 1 20,1.8,5.26,6.229,1.8,working,opening,val
2r1kb1r/1pq2ppp/p3bn2/4p1P1/3pP2P/PQN1BP2/1PP1B3/2KR3R w k - 1 18,0.0,-1.16,0.453,0.0,calm,opening,train
rnb1k2r/1p2pp2/1qp2npB/p2p3p/3P3P/3BPN2/PPPN1PP1/1R1QK2R b Kkq - 0 9,0.0,1.1,4.068,0.0,diverse,opening,val
r1b1r1k1/1p2qpb1/2pp1npp/p7/PnPNP3/BPN1P1P1/3Q1PBP/R4K1R w - - 0 15,0.0,0.8,1.161,0.0,diverse,opening,train
8/8/p4p1p/P1kp4/1p3pPP/1P1K4/5P2/8 w - - 3 42,0.0,-1.69,-2.414,0.0,calm,adveg,train
6k1/2p3P1/3p3p/2p5/8/6R1/r7/4K3 b - - 3 47,-1.45,-4.86,-4.362,0.0,target,adveg,train
2k5/2p2R2/p1P5/p2Pp3/1b2P1n1/3K2N1/PP6/8 w - - 2 37,0.0,7.15,6.68,0.0,calm,endgame,train
6k1/7p/3pN1p1/p1r1b3/q1P2p2/5N2/3Q1PPP/3R2K1 b - - 1 33,0.0,4.82,2.837,0.0,diverse,midgame,val
3r2k1/1p1q1p2/6p1/2nPp2b/p1P2b2/P4N1P/1P2QPKP/1B1R4 w - - 15 36,-2.52,-3.93,-6.093,-2.52,diverse,midgame,train
r3kb1r/pp2p1pp/2nppn2/8/PQ2P3/2N1B2P/1P3PP1/R3KB1R b KQkq - 0 12,0.0,0.23,5.935,0.0,calm,midgame,val
rb2r1k1/pp1q1pp1/5n1p/3pn3/P2N4/1P2PN1P/1BQ2PP1/R3K2R b KQ - 1 16,0.0,0.15,-0.281,0.0,calm,opening,val
6R1/1k6/2p5/4K3/2P3p1/4B3/4rPP1/8 b - - 4 65,2.03,5.97,10.419,0.0,target,endgame,train
3kn1R1/2p3N1/p1P5/p2Pp3/1b2P3/3K4/PP6/8 b - - 9 40,8.88,7.71,6.642,0.0,target,endgame,val
7r/2kp2pp/1p6/4n3/1R6/5b2/6nP/6K1 w - - 0 33,0.0,-9.02,-22.602,0.0,calm,endgame,train
R2n2k1/5r2/1Np1bppp/1pP1p3/1P2P2P/8/4BPP1/6K1 b - - 2 31,0.0,0.9,-0.126,0.0,diverse,endgame,train
6r1/3nkp2/2pbp3/1B6/3P4/2P2pPq/1P1Q3P/2B1N2K w - - 0 27,-1.82,-2.71,3.108,0.0,target,midgame,train
r1b4r/1p2kp1p/3N2p1/1BpPn3/2N5/4P1PP/Pp6/3RK2R b K - 0 21,2.79,2.7,9.435,2.79,diverse,midgame,train
r1bq1rk1/1ppp1pp1/7p/p2P4/Pb1B4/3P2P1/1PQ1PPBP/R4K1R b - - 0 15,0.0,1.35,1.646,0.0,calm,opening,train
rnb1k2r/pp2ppbp/2p3pn/4P3/2pqB3/5N2/PP1NQPPP/R1B1K2R b KQkq - 1 9,0.0,-0.54,-2.873,0.0,calm,opening,train
5k2/4r3/8/2Q4p/4pp2/4P3/4K1PP/8 w - - 0 45,2.17,7.84,11.997,0.0,target,endgame,train
3nr3/R2N4/2p5/1pP2bk1/1P2p2p/4K3/2B2PP1/8 w - - 8 45,0.0,0.24,-0.451,0.0,crowded_safe,endgame,train
Q2nk1r1/1pq3p1/4p2p/4Np2/8/2P5/PP3PPP/3R1RK1 b - - 4 23,2.7,8.02,10.945,2.7,calm,midgame,train
rn2k1nr/1bq3pp/4p3/2ppbpN1/1p1P4/4P1P1/PP3PBP/R1BQ1RK1 w kq - 0 14,1.12,0.18,-1.497,0.0,target,opening,val
5k2/8/6p1/6Bp/1p6/1P1Pp3/1PP3PP/6K1 b - - 2 40,0.0,6.15,8.539,0.0,diverse,adveg,train
8/pp6/P1pnpp2/6k1/3P3p/1K1N4/8/8 b - - 0 49,0.0,-7.85,-12.553,0.0,diverse,adveg,val
5k2/2R5/8/p5N1/6KP/6P1/P3r3/8 b - - 0 46,4.92,6.68,10.388,0.0,target,endgame,train
3rr3/2p2k1p/5p1p/p4N2/p7/Kb2pP2/8/2R5 b - - 1 39,0.0,-8.82,-19.116,0.0,calm,endgame,val
3r2k1/5ppp/4p3/4P3/bpR1P2P/3B2P1/1q6/4NK1R b - - 7 38,-1.05,-5.84,-4.106,0.0,target,midgame,val
3rr1k1/p1p2ppp/1p2p3/P6P/2bPqn2/4PN2/1P1R1P2/3QK1R1 b - - 2 26,-1.26,-5.42,-9.823,-1.26,diverse,midgame,train
2q2rk1/p4pb1/1pn3pp/3r4/P6N/3PBPP1/1P5P/R2QR1K1 w - - 0 23,0.0,-1.53,1.792,0.0,diverse,opening,train
r4rk1/p3bppp/B3b3/2Ppn3/1P2nN2/2p1P1P1/P4P1P/R1B1K2R w KQ - 1 18,-1.36,-4.27,-4.465,0.0,target,midgame,train
5rk1/1p1nqp1p/r4np1/pN3bB1/P3p3/2P3P1/4PPBP/R1QR2K1 w - - 1 17,0.0,2.01,0.883,0.0,calm,opening,train
r1bq1rk1/1ppp1pp1/2nb1n1p/p2Np3/2P5/P2P1NP1/1PQ1PP1P/R1B1KB1R w KQ - 0 9,0.0,0.31,-0.269,0.0,calm,opening,train
8/7p/5p2/2k1n1pP/8/6K1/8/8 w - - 0 68,0.0,-6.57,-12.505,0.0,calm,adveg,train
5k2/R7/8/4K1P1/p3N2P/8/6r1/8 b - - 0 52,4.73,6.5,10.291,0.0,target,endgame,train
5k2/8/R2n1p2/3P3P/pP2bPp1/P3K1P1/2r3B1/8 b - - 10 52,-11.12,-2.73,0.324,0.0,target,endgame,train
3r2k1/1p1r1ppp/5n2/p1q5/P1Pp4/1P1R1Q1P/2N2PP1/R5K1 b - - 3 27,0.0,0.2,-0.816,0.0,calm,midgame,train
3r4/pq3pbk/2n3pp/1r6/7N/R2PBPPP/1PQ5/4R1K1 b - - 0 28,0.0,-1.19,2.067,0.0,calm,opening,val
B3k1nr/P3bp2/4bqp1/6Np/1nPp4/3P4/5PPP/RNBQ1RK1 b k - 0 17,0.0,7.2,9.477,0.0,calm,opening,train
1k1r3r/p1pbbpp1/Bp1qpn2/nP5p/R7/2PP1NNP/4QPP1/2B1R1K1 b - - 2 22,0.0,0.97,-0.596,0.0,diverse,opening,train
8/1pp2ppp/p7/6PP/1P3P2/Pk2K3/8/8 w - - 1 36,0.0,-2.02,-0.97,0.0,diverse,adveg,train
8/5pk1/4p1p1/p5Pp/7P/P7/r3B3/4K3 w - - 2 56,-1.71,-5.92,-8.502,0.0,target,adveg,train
8/1p6/p5p1/2QpB2p/P5q1/1k1P4/6P1/7K w - - 0 39,7.5,3.13,4.693,0.0,target,endgame,val
3n1k2/2R5/1p2p2p/p1p2p1B/2P1b3/4P3/PP3PPP/6K1 b - - 2 24,1.32,4.19,5.158,0.0,target,endgame,train
5k2/R7/3n1p2/3P1b1P/pP3Pp1/P1r3P1/6B1/6K1 w - - 5 50,0.0,-1.85,2.098,0.0,diverse,endgame,train
4k3/2q2p2/B1p3rp/3n4/P2Pp2B/Q3P1R1/1P5K/8 w - - 1 39,0.36,3.45,4.442,0.36,diverse,midgame,train
6r1/1p2k3/3np1r1/4n3/1P2PR2/8/P3N3/1B1RK3 w - - 9 41,0.0,-1.24,2.275,0.0,calm,endgame,train
3k1b1r/2n1p1p1/pr6/1p1n2p1/6BP/P2Q2P1/1P3P2/2B2K1R w - - 1 26,1.51,5.63,4.53,0.0,target,midgame,train
2r1r1k1/ppn2ppp/2n5/3q4/1PNp2Pb/P6Q/3B1P2/1KR2BR1 b - - 1 26,-1.38,-1.49,-4.135,0.0,target,opening,train
8/1pp1kppp/p7/8/1P4PP/P3KP2/8/8 b - - 0 32,0.0,-1.71,-0.916,0.0,calm,adveg,train
6k1/2p3Pp/1p1p1r2/p2R4/2P1rPR1/P7/1P6/3K4 w - - 2 36,0.0,-1.5,1.637,0.0,calm,endgame,train
5k2/8/R2n1p2/3P3P/pP2bPp1/P3K1P1/2r3B1/8 b - - 14 54,-11.12,-2.73,0.324,0.0,target,endgame,train
r5k1/1pq3p1/2p3pr/p3P3/4PP1p/P1Q4P/1P4P1/3R1RK1 w - - 1 26,0.0,4.08,2.617,0.0,diverse,midgame,val
6k1/1r4pp/5p2/p2pp3/2b3RP/5P2/q2B2P1/3BK2R w - - 2 33,-2.34,-7.86,-8.138,-2.34,diverse,midgame,train
2k2br1/1ppr3p/p1n2pp1/3p1b2/3P1B1P/P3P1PB/1P3P2/2R2KNR w - - 0 19,0.0,0.66,-0.035,0.0,calm,midgame,train
q2r2k1/1bp2p1p/2n1p1pP/2b1P3/2N5/1nP2N2/rRQ2PP1/4KB1R b K - 7 27,-3.85,-8.63,-6.922,0.0,target,opening,train
8/1p6/p4k2/3P2p1/8/P1K4p/8/8 b - - 1 53,0.0,-6.72,-6.204,0.0,calm,adveg,train
8/8/7p/p2p1p1K/5P1P/1k3P2/1P6/7R b - - 0 36,0.0,7.4,8.846,0.0,calm,adveg,val
8/1pp5/1n3k2/2pP4/p3P3/6NK/7p/8 w - - 0 52,0.0,-6.86,-7.645,0.0,diverse,adveg,train
4n1k1/3R4/r4p2/p2K2pp/3N4/PP2P1PP/5P2/8 b - - 10 43,0.0,4.31,5.585,0.0,calm,endgame,train
5kr1/3P1p1p/pp5q/b1p1R3/6n1/3P1Q2/1PP3P1/R5K1 b - - 0 29,1.98,4.53,-1.841,1.98,diverse,midgame,train
4r1k1/1p3rp1/5n2/2P2b2/p2Ppb2/P7/1P2QPPP/R4RK1 w - - 1 25,0.0,0.67,2.921,0.0,calm,midgame,train
8/p3pp2/1p6/3Pk3/2K3Pp/P6P/1P6/8 b - - 4 47,0.0,-1.81,0.339,0.0,calm,adveg,train
8/8/7P/3p1pK1/5P2/5P2/pk6/7R b - - 0 40,1.0,8.67,9.655,0.0,target,adveg,train
8/1P4k1/1NK4p/6PP/5P2/1r6/8/8 b - - 2 77,-1.46,4.05,6.478,0.0,target,adveg,val
8/6p1/p7/1p1k2p1/3P2P1/P7/2r2P1b/R3K3 w - - 0 32,0.0,-6.26,-8.009,0.0,calm,endgame,train
6r1/2kn1RP1/p7/1bp1N3/4p2p/PP6/6PP/3R2K1 w - - 1 40,0.0,8.12,6.717,0.0,diverse,endgame,val
r1b1r1k1/1p3pp1/2pq4/p2pn1Pp/PP5P/1Q1B4/2PPN1P1/R4K1R w - - 0 25,0.0,-2.52,-0.922,0.0,diverse,opening,train
r3r1k1/pp3p1p/2nP1qp1/4pb2/2B5/2P2N1P/PP2QPP1/RN2K2R b KQ - 0 14,0.0,0.49,3.582,0.0,diverse,opening,val
2kr3r/p3ppbp/2p3pn/3b4/q1p1B3/5N1P/P3QPP1/1RB2RK1 b - - 0 18,2.41,1.08,-3.006,0.0,target,opening,train
8/3k4/N7/5R1p/3Pn1p1/P3P1P1/r6P/5K2 b - - 6 49,-2.14,1.28,5.92,0.0,target,endgame,train
3r4/2p1b1p1/2P1P1kp/p5p1/P5P1/1PR1RP2/7r/6K1 b - - 1 55,-2.68,-4.94,-1.561,0.0,target,endgame,train
r5r1/pp3p1p/4p3/2kn2B1/4R2P/2P3P1/PK3P2/3R4 b - - 4 23,1.26,0.14,0.834,0.0,target,endgame,val
1k3b2/6p1/pn1rp3/3n3P/p3Qr2/5BP1/1P3P2/3R3K w - - 0 38,0.0,5.83,2.102,0.0,diverse,midgame,train
2bq1rk1/1p3pbp/r1pp1np1/2n1p3/2P1P3/2NP1N2/P2BBPPP/1R1Q1RK1 w - - 5 15,0.0,-0.69,0.302,0.0,calm,opening,train
8/6k1/p3ppp1/8/5P1p/2P5/2pK4/3N4 b - - 1 48,0.0,-2.96,-8.327,0.0,diverse,adveg,train
8/3k1p2/pp3P2/4K1p1/2P2n2/P4P2/2B5/8 w - - 3 33,0.0,0.54,-0.169,0.0,calm,adveg,train
8/7k/5Q2/8/K4N2/4P3/8/1q6 b - - 0 84,4.08,4.67,8.675,0.0,target,endgame,train
4k3/R7/4N3/p2p1p1p/3Pn1p1/Pr2P1P1/5PKP/8 w - - 4 42,9.11,1.94,1.492,0.0,target,endgame,train
5k2/6q1/6pQ/p2B1p2/1p2n2p/P7/8/3R3K w - - 4 52,-0.63,3.73,-1.094,-0.63,diverse,endgame,train
6r1/5p1p/2r1p3/ppkn2B1/4R2P/P1P3P1/2K2P2/1R6 w - - 6 28,0.0,0.0,0.533,0.0,crowded_safe,endgame,val
4kr2/4q1p1/p3p3/1p1pP1pp/n1rP4/R1P1R1BP/P4PP1/2Q3K1 b - - 1 39,1.01,-1.21,0.864,0.0,target,midgame,train
4kb1r/1p3ppp/r1n5/p1pRP1N1/5B2/2P3PB/PP2PK1P/7R w - - 1 18,1.89,7.39,8.276,1.89,diverse,midgame,train
r1bqk2r/2pn1pp1/pp2pn1p/3p4/PP1P1b2/2PBPN2/3N1PPP/R2QK2R w KQkq - 0 10,0.0,0.68,-2.6,0.0,calm,opening,train
8/2B5/P4k2/2p3pp/5p2/1P3P2/6PP/6K1 b - - 0 48,0.0,8.88,9.118,0.0,diverse,adveg,train
2r1b3/8/k1p5/2BP4/2PK2p1/8/1R3PP1/8 w - - 3 57,5.08,4.43,5.457,0.0,target,endgame,train
3rk3/4p1bN/6p1/1p3r2/1n1PQ3/1P5P/5PP1/5RK1 w - - 0 29,1.89,4.85,5.814,1.89,working,midgame,train
5b1r/1p2k2p/r1n1B1p1/p1pR2N1/5B2/2P1K1P1/PP2P2P/7R b - - 0 21,4.56,7.12,20.937,4.56,diverse,midgame,val
r4rk1/pbp2ppp/1p1bpq2/8/2n1P3/PPN3P1/1B1PQP1P/2KR3R w - - 0 16,-1.15,-1.8,-2.676,0.0,target,opening,train
3r1rk1/p1q2pb1/1p3npp/4p3/3n4/2NPB1P1/PPP2PNP/R2QR1K1 b - - 2 17,0.0,-0.29,0.522,0.0,diverse,opening,train
rnb1kb1r/ppqn1p2/4p1pp/4p1N1/2B2P2/2P4P/P3Q1P1/RNB1K2R w KQkq - 0 13,0.0,-2.12,-2.479,0.0,calm,opening,train
8/8/8/P7/3p1kp1/7p/5K1P/8 b - - 0 54,0.0,0.0,-4.179,0.0,crowded_safe,adveg,train
8/8/8/3kbP1R/8/p7/P3KPPP/8 b - - 0 39,0.0,7.01,10.263,0.0,calm,adveg,train
3R4/5k2/2N4P/2p5/4r1P1/8/2K5/8 w - - 2 63,3.81,6.1,9.473,0.0,target,endgame,train
1r3k2/4qp2/1rpp1b2/Q4B2/2PRpP2/1P2P1P1/p6P/K1N5 b - - 1 35,1.32,-2.63,-0.567,0.0,target,midgame,train
2kr3r/p1q5/4pp1n/1p6/2N1Q1Pp/P1p3P1/1P1bB2P/1K2R2R w - - 1 26,2.7,0.0,1.376,2.7,working,opening,train
1r3rk1/2p1qpp1/2B2n2/3p4/1P1N3p/PQPbP1nP/6P1/R2KR3 b - - 3 23,-2.39,-5.75,-4.13,0.0,target,opening,val
r1bqk2r/pp2bp1p/1nnpp1p1/4P3/3P1P2/2NBBN1P/PP4P1/R2Q1RK1 b kq - 5 12,0.0,1.07,1.419,0.0,calm,opening,val
1r6/3kp2p/4n1p1/8/p2p2P1/4B2P/PbK2P2/1R1R4 b - - 1 29,-2.91,0.96,0.071,0.0,target,endgame,val
r1b1kr2/6pp/p3p3/Np2n3/8/1p6/P2RB1PP/2KR4 w q - 0 24,2.73,-1.36,-3.467,0.0,target,endgame,train
5rk1/3n4/1pp3pp/2rb3P/4N1q1/2N1R3/4RPP1/2Q3K1 b - - 2 29,-1.26,-0.25,-5.382,-1.26,calm,opening,train
1r3rk1/2p2pp1/2B2n2/3pq3/1P1Nn2p/PQPbP2P/6P1/R1K1R3 w - - 6 25,-1.44,-4.95,-5.784,-1.44,diverse,opening,train
r1b2rk1/1pp1bpp1/p3qn2/3pp2p/1P6/P1NBPP1N/1QPP2PP/R3K2R w KQ - 1 15,0.0,-1.38,-0.055,0.0,calm,opening,train
r3kb1r/ppq2p2/b2p1np1/4p1Bp/3nP3/PPN2PN1/2P3PP/R2KQ2R b kq - 6 16,-2.52,-4.94,-9.032,-2.52,working,opening,train
8/5b2/p7/P7/5Bp1/4Kp2/5PkP/8 w - - 15 82,0.0,0.0,-0.382,0.0,crowded_safe,adveg,train
1r3k2/5p1p/2pP2p1/4P3/3nNP2/6PP/8/3K4 w - - 3 34,-1.32,-3.8,-5.316,0.0,target,adveg,train
r7/1p1R2R1/kprNp3/2p1Pp2/P1K3p1/7p/7P/8 b - - 12 53,0.0,0.92,-2.029,0.0,diverse,endgame,train
6k1/8/br1p2pp/5p2/1n5P/RN2P1P1/2r2P2/2NK3R b - - 4 33,-1.02,-2.59,-2.622,-1.02,diverse,endgame,train
1rb1k2r/pp6/1qn1p1pp/8/4NR2/b1P4P/PnKNQ1P1/5R2 w k - 3 24,-0.72,-4.22,-13.703,-0.72,calm,opening,train
1r3rk1/1p1bbp1p/1q2p1p1/p1n5/1nBN4/4PN2/P3QPPP/1R1RB1K1 b - - 1 20,0.0,0.0,0.276,0.0,diverse,opening,train
8/8/7p/6p1/1Pk2pP1/2n4P/5K2/8 b - - 6 56,-1.18,-6.01,-10.113,0.0,target,adveg,train
8/8/p1bB4/P7/5Kp1/5p1k/5P1P/8 b - - 26 87,0.0,0.0,-0.725,0.0,crowded_safe,adveg,train
6k1/8/br1p2pp/3n1p2/3N3P/R3P1P1/5r2/2NK3R w - - 2 35,-2.12,-2.88,-2.63,0.0,target,endgame,train
1rbk3r/pp6/1qn1p1pp/8/5RN1/b1P3QP/PnKN2P1/5R2 b - - 10 27,-2.88,-5.2,-16.221,-2.88,calm,opening,train
r1b2rk1/pp2ppb1/3q3p/1PnNp3/2P2PnN/7P/P1Q2PB1/3R1RK1 b - - 0 21,1.62,-0.92,-1.347,1.62,working,opening,train
1rb2rk1/pp2bp1p/1qn1p1p1/1Nn5/2B5/4PN2/PPQ2PPP/R2RB1K1 b - - 16 16,0.0,0.74,1.225,0.0,diverse,opening,train
8/8/7p/3k2p1/1P3pP1/2n2K1P/8/8 b - - 4 55,0.0,-5.02,-8.733,0.0,diverse,adveg,val
8/8/p7/P3B3/3K2p1/5p2/b4PkP/8 w - - 37 93,0.0,0.0,-0.123,0.0,crowded_safe,adveg,val
8/R7/5k2/5P2/1p6/8/p5r1/3NK3 w - - 0 52,1.69,-0.66,0.465,0.0,target,endgame,train
5rk1/pR4pp/8/8/4r3/8/PP1K1P1P/1b5R b - - 0 26,-3.44,-4.54,-5.674,0.0,target,endgame,train
2r3k1/8/br1p2pp/5p2/1n5P/RN2P1P1/3K1P2/2N4R b - - 2 32,-2.04,-2.94,-6.273,-2.04,diverse,endgame,train
1rb1k3/p1q1ppb1/np6/4N3/P2P1P2/4P3/2Q2P2/R3K2B w Q - 3 25,1.92,-0.8,-2.311,0.0,target,midgame,val
rnb2rk1/pp3p1p/3bp1p1/3n2B1/3P4/1B3N2/PP3PPP/RN2R1K1 w - - 5 13,0.0,0.58,0.664,0.0,diverse,midgame,train
r1b1k2r/ppq2Np1/3bpn1p/3p4/8/2N3P1/PP2QPBP/R1B2RK1 b kq - 0 12,1.98,0.48,1.651,1.98,working,opening,train
1rb1k2r/pp2bp1p/1qn1pnp1/1N6/2B5/1Q2PN2/PP3PPP/R1BR2K1 w k - 9 13,1.53,1.43,1.461,0.0,target,opening,train
8/8/p7/P3B3/6p1/1b2Kp2/5PkP/8 w - - 11 80,0.0,0.0,0.189,0.0,crowded_safe,adveg,train
8/p4k2/2p5/1p3P2/4R3/4N3/3r2P1/5K2 w - - 0 44,1.32,2.91,4.619,0.0,target,endgame,val
4r1k1/R4R2/P7/8/6PP/r7/5PK1/8 w - - 3 50,3.96,6.86,6.905,0.0,target,endgame,train
