fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
1b3rk1/r4pp1/p1p4p/1p2P3/1P4PP/PB1b3N/5R2/q1BQ2K1 w - - 0 28,vssf_2700,26,-0.333,0.0,-1.36,0.33,quiet,1,2,0,0,-2.3
r1b2rk1/ppp1qppp/2n5/2pn4/4P3/3B4/PB3PPP/R2Q1RK1 w - - 0 14,vssf_2400,16,-3.496,0.0,-4.42,-0.05,quiet,0,1,0,0,-1.24
r1bq1Nk1/1p2ppb1/2p3pp/p2p4/2nP4/QNP1B1P1/PP2PPBP/R4RK1 b - - 0 15,vssf_2700,16,-0.083,0.0,10.29,0.0,quiet,0,1,0,0,-2.66
1r2k1r1/6qp/b1p5/P1n1np2/2p1p2P/4P3/PNQb1P2/1R1K1BNR b - - 3 24,vssf_2700,5,-11.995,-3.78,-14.55,-6.91,quiet,1,0,0,0,-7.95
r1bq1rk1/pp2bpp1/2n1p2p/1N1n4/2BP4/PP1QBN2/5PPP/R4RK1 b - - 10 14,vssf_2700,0,1.434,0.0,-1.03,0.22,quiet,0,1,0,0,-0.53
8/8/P3k3/8/1P6/8/8/6K1 b - - 0 42,vssf1_win_d8,128,6.199,0.0,3.6,-0.66,quiet,0,0,0,0,5.27
8/8/4B3/1p6/1K6/8/1k6/8 w - - 23 68,vssf_2400,122,8.231,0.0,0.13,0.13,quiet,2,2,0,0,0.0
8/8/8/1p2k3/8/P4n2/1K6/6q1 w - - 0 58,vssf_2400,101,-25.098,0.0,-15.88,0.0,quiet,1,0,0,0,-99.0
7R/2p5/p2n2k1/1p1Pp2p/1P3r1P/P1P5/6P1/6K1 w - - 11 62,vssf_2400,101,-6.238,0.0,-3.7,1.62,quiet,1,2,0,0,-5.06
8/5Q2/3r1bp1/5k2/p3pP1p/1n4PP/1P6/6K1 w - - 0 40,vssf_2400,85,-3.986,0.0,-2.7,3.42,ks,0,4,0,0,-3.33
5k2/p7/5p1p/5N2/6P1/1PN2Q1P/P7/R4K1R w - - 0 35,vssf_2400,74,43.688,0.0,34.15,0.0,quiet,0,1,0,0,99.0
8/p4Q1p/4R3/5pp1/5qnk/8/PPP3PP/RN4K1 w - - 7 31,vssf_2400,53,15.129,-1.8,12.92,0.0,ks,2,3,0,0,99.0
N2Q2Q1/5pp1/6kp/p6q/8/1P2P3/5PbP/R2R2K1 w - - 3 34,vssf_2400,32,35.956,3.06,23.4,0.0,quiet,2,2,0,0,99.0
4rrk1/pp3p1p/6qQ/5N2/6P1/1P1P3P/P7/RN3K1R b - - 3 24,vssf_2400,32,10.029,0.18,9.13,0.0,quiet,1,2,0,0,6.62
4r1k1/BQ3p1p/6pb/5P2/1PP1Pn2/3q1P1P/P7/R2NK2R w KQ - 0 25,vssf_2400,32,11.329,-2.34,9.23,0.0,quiet,2,1,0,0,-5.05
r3k2r/pb1p1ppp/1qp1pn2/8/3Q4/1N2P3/PPP2PPP/R3KB1R w KQkq - 2 11,vssf_2700,21,-0.771,0.0,0.33,0.31,quiet,0,1,0,0,0.06
r2qk1nr/2Q1pp1p/1p1P2p1/5b2/2P5/P1PnPN2/4KPPP/R1B4R w k - 1 16,vssf_2400,16,-2.612,0.33,-1.19,-0.94,quiet,2,2,0,0,-2.44
r3kbnr/1p1n1ppp/p3p3/3pPN2/2pP4/1QP1B3/P3BPPP/qN3RK1 w kq - 0 12,vssf_2700,16,-2.119,0.0,-1.36,0.66,quiet,0,1,0,0,2.81
r1b1k2r/1p3pp1/p3p3/q1bp2B1/2N1n2P/3QPNPP/PPP3B1/R4K1R b kq - 0 16,vssf_2700,5,0.933,-1.74,0.32,-2.89,quiet,2,1,0,0,-2.39
r1b1k2r/1p3pp1/p3pn2/q1bp2B1/3Qn2P/N3PN1P/PPP2PB1/R4K1R w kq - 1 14,vssf_2700,0,0.102,0.0,-2.44,-1.35,quiet,2,0,0,0,-1.79
8/8/1p1P3k/6p1/P4p2/1P6/5PP1/5K2 b - - 0 48,vssf1_win_d8,128,6.05,0.0,5.41,0.5,quiet,0,0,0,0,6.36
8/8/5B2/pp5p/k2P2p1/8/2K3P1/8 b - - 0 55,vssf1_win_d8,122,1.178,0.0,1.47,0.03,quiet,1,1,0,0,0.72
8/8/8/1p2p3/4k1p1/P1B2n2/8/2K5 b - - 1 54,vssf_2400,117,-7.215,0.0,-4.08,-0.45,quiet,1,1,0,0,-15.07
8/p4pk1/1p2qbp1/1P6/2Pp4/1P1Q3P/8/5K2 b - - 6 51,vssf_2400,80,-8.652,0.0,-5.9,-1.24,quiet,1,1,0,0,-7.17
8/R2b4/4k3/8/1r1B1PP1/p7/5K2/8 w - - 1 41,vssf_2400,96,4.737,0.0,0.69,2.85,ks,0,4,0,0,0.09
5Q2/p6p/4R3/5ppk/5qn1/8/PPP3PP/RN4K1 w - - 5 30,vssf_2400,53,14.693,-1.47,12.82,0.0,quiet,2,2,0,0,99.0
r1q2rk1/p5p1/2p2b2/3p2pQ/2P1p2P/1P4N1/1P3PP1/R5K1 w - - 2 25,vssf_2400,42,-5.643,1.26,-6.06,1.26,quiet,0,1,0,0,-2.87
4n1k1/1b3p1p/2p3pB/2qn4/1N6/1PP3PP/3Q1P1K/7B b - - 14 29,vssf_2400,53,0.547,0.0,2.01,0.36,quiet,0,1,0,0,3.47
r1bq2kr/1p3p2/6pp/p1p2N2/2P5/1P1QB1P1/P4PBP/3R2K1 b - - 0 19,vssf_2400,32,0.817,0.0,9.04,4.58,quiet,0,1,0,0,2.5
2r2rk1/pp1b1pp1/q1n1p2p/3p4/2PP4/PPR2N2/5PPP/1BQ1R1K1 b - - 2 17,vssf_2700,21,0.72,0.0,0.32,0.54,quiet,0,1,0,0,1.35
k2q1rr1/1p2b1Q1/p7/6N1/3BPPB1/Pp5P/b7/2R1K1R1 w - - 2 32,vssf_2400,16,7.632,0.0,5.14,0.6,quiet,0,1,0,0,-1.13
r2q1rk1/2pb1ppp/3pp3/1N1n2b1/8/P4PP1/1P1BBP1P/RQ2K2R w KQ - 3 15,vssf_2700,10,-2.089,0.0,-2.5,-0.67,quiet,1,1,0,0,-0.89
rnb2k1r/2Nqppbp/1B1p2p1/1p1Q4/4n3/8/PPP1BPPP/R4RK1 b - - 5 13,vssf_2400,5,-5.127,0.0,-2.44,0.65,quiet,1,2,0,0,0.95
rn1q1knr/2pbb1pp/p3p3/4Pp2/Np6/1P1BBN2/P1P1QPPP/R3K2R b KQ - 3 13,vssf_2700,0,1.26,0.0,1.37,0.74,quiet,0,0,0,0,3.51
8/3k4/7P/2p5/4p3/1P2PP2/4K3/8 w - - 0 43,vssf1_win_d8,128,7.413,0.0,5.92,0.24,quiet,1,0,0,0,7.37
8/8/2p5/k2p4/3K4/1RP1P3/P7/8 w - - 6 56,vssf1_win_d8,117,11.397,0.0,7.74,2.19,quiet,2,2,0,0,99.0
2k5/1R6/P5p1/2b5/6P1/1P6/8/4K3 b - - 2 70,vssf_2400,112,7.018,0.0,4.7,0.46,quiet,1,2,0,0,5.25
8/6k1/p3p3/4P3/2ppq3/7r/8/3n2K1 w - - 0 63,vssf_2400,90,-39.224,0.0,-25.63,0.0,ks,3,1,0,0,-99.0
r5k1/3b2pp/8/pp4B1/8/P4P2/5KPP/1R6 b - - 1 26,vssf_2400,96,0.493,0.0,-0.05,-0.03,quiet,0,0,0,0,-0.03
3q2k1/1Qp3pp/1p3p2/3pP3/3P3B/2PK3P/r4P2/7R b - - 0 23,vssf_2400,58,-1.021,-2.04,1.24,-3.26,quiet,2,0,0,0,0.1
6k1/2q2pp1/1p2p2p/pP1p2n1/8/P1BQP1P1/1P2B1KP/r7 w - - 2 25,vssf_2400,58,-9.047,-2.64,-4.06,-3.02,ks,3,2,0,0,-3.97
4k3/1b3p2/p2b2n1/8/Pp2P2p/1P1N1R1P/3r2P1/4R2K w - - 26 43,vssf_2400,74,-2.159,0.0,-1.73,0.61,quiet,2,1,0,0,-4.03
1rr1b3/2q4k/5Q1N/p5p1/P1p5/2R5/5PPP/R5K1 w - - 1 33,vssf_2400,32,6.255,3.24,4.92,6.49,quiet,1,2,0,0,6.25
5r2/6bk/3N1qpp/3Q1p2/2P1p3/4P1PP/rP4B1/3R1NK1 b - - 2 29,vssf_2400,32,5.881,0.0,1.95,-0.1,quiet,0,1,0,0,0.73
3r3k/pp1P2p1/q1P1b1np/4pr2/4Qp1P/PR3N2/B4PP1/2R3K1 w - - 1 32,vssf_2700,21,2.444,0.0,3.37,-0.46,quiet,1,0,0,0,5.81
1b1qk2r/r4pp1/p1p4p/1p2Pbn1/1P3N1P/PB1p4/2P1Q1P1/R1B2RK1 w k - 0 23,vssf_2700,10,-2.768,-1.98,-2.72,-1.97,quiet,0,1,0,0,0.59
rnbq1rk1/1p1B1ppp/p7/3QP3/1b1p4/P1N5/1P3PPP/R1B1K1NR b KQ - 0 12,vssf_2400,5,2.12,0.0,4.21,0.38,quiet,0,1,0,0,-0.85
r1b2rk1/3nbppp/1qp1p3/pp2N3/1n1PP3/1P3NP1/P3BP1P/R1BQ1RK1 b - - 2 14,vssf_2700,0,0.059,0.0,0.78,0.1,quiet,0,1,0,0,0.08
8/3k4/p2P4/1p2Kp2/6P1/P4p2/8/8 b - - 0 47,vssf1_win_d8,128,-5.214,0.0,-3.2,0.69,quiet,2,2,0,0,-13.53
8/8/8/6Kn/7P/k7/6P1/8 b - - 6 79,vssf1_win_d8,122,-0.613,0.0,0.05,0.0,quiet,1,0,0,0,5.17
8/8/4R1pB/p4k2/P7/3p1n2/8/3K4 w - - 4 62,vssf_2400,106,5.37,0.0,2.96,0.61,quiet,2,2,0,0,3.56
R7/7k/5p2/5P2/1P3Q2/6KP/q2n4/8 b - - 0 80,vssf_2400,69,3.808,0.0,6.83,5.34,ks,1,3,0,0,2.17
6k1/2q2pp1/1p2p2p/pP1p4/4n3/P1B1P1P1/1PQ3KP/r4B2 b - - 5 26,vssf_2400,58,-8.732,-1.62,-5.04,-1.52,ks,3,1,0,0,-5.62
2r5/1p1k1pp1/1Bn2b1p/3p4/P3b1P1/1PP2N1P/3KPP2/3R4 b - - 0 23,vssf_2400,80,-2.214,0.0,-2.99,-0.12,quiet,2,1,0,0,-3.73
2bkr3/1r6/2p2pPR/pp1p4/3Pn3/3BN3/2P2PP1/1R2K3 w - - 0 30,vssf_2400,64,-0.955,0.0,0.79,0.13,quiet,1,0,0,0,0.14
1r1r2k1/5ppp/pNR1bb2/1p1p4/1q1P4/1P2PQ1P/P4PP1/5RK1 w - - 1 24,vssf_2400,26,-5.094,0.0,-3.18,0.11,quiet,0,0,0,0,-3.53
r2r2k1/3n1p2/2p3p1/p1qpp2p/Q3b3/1PP1PNPP/P4PB1/2RR2K1 w - - 0 21,vssf_2700,21,-0.784,0.0,-0.37,0.1,quiet,0,0,0,0,-0.58
r2q1k2/5p2/2b1p1p1/1p2P3/2p1NPPr/1PBnRQ1p/B6P/R5K1 w - - 1 36,vssf_2400,16,3.854,-0.72,2.34,-0.6,quiet,2,0,0,0,-0.25
3r1rk1/1b2qpp1/4p2p/p2n4/PbNP4/3R1NPB/4PP1P/2QR1K2 w - - 1 31,vssf_2700,10,0.946,0.0,-0.53,-0.41,quiet,1,0,0,0,-0.68
r3k2r/2q2pp1/1pn1pn1p/pbbp4/2P5/P3PN2/1P2BPPP/RQBR2K1 w kq - 0 14,vssf_2400,5,-0.821,0.0,-3.34,-0.15,quiet,1,0,0,0,0.38
rnbq1rk1/4bppp/1p2p3/1Bpn4/p2P4/4PNPP/PPQN1P2/R1B1K2R b KQ - 1 12,vssf_2700,0,1.237,0.0,-0.28,-0.0,quiet,0,1,0,0,-2.0
5k2/4pp1p/8/1pP3P1/6P1/p2K4/8/8 b - - 1 50,vssf1_win_d8,128,-5.112,0.0,-5.2,0.19,quiet,1,0,0,0,-12.75
2k5/2P5/8/2n5/8/8/8/K7 b - - 14 64,vssf1_win_d8,122,-5.826,0.0,-0.13,-0.39,quiet,0,1,0,0,-0.11
6k1/3Q4/6p1/8/5P1p/7P/5qPK/8 w - - 35 74,vssf_2400,85,3.418,0.0,0.42,0.08,quiet,2,1,0,0,0.0
2b2bk1/pp5p/8/1P2p3/P6P/5P2/5KP1/2N5 b - - 0 36,vssf_2400,112,-4.405,0.0,-2.92,0.03,quiet,0,0,0,0,-4.53
3N2k1/5ppp/4p3/p2p4/P2Pn3/q3b2P/2R2PP1/6K1 w - - 0 31,vssf_2400,80,-15.016,0.0,-12.23,0.0,quiet,2,1,0,0,-7.68
7k/8/p3q2p/n1p1P2Q/P1Ppp3/6P1/r4r1P/1R4K1 w - - 3 45,vssf_2400,48,-20.111,-1.62,-10.79,0.0,quiet,2,0,0,0,-6.62
2r3rk/7p/1p2QppB/1Pp5/2B5/P1q4P/6P1/4R2K w - - 12 40,vssf_2400,42,1.549,0.0,4.61,2.04,quiet,0,2,0,0,6.18
1r6/1P4k1/1Rp5/2Pp4/3N1r2/2P1p2b/4QP2/4KBq1 w - - 0 43,vssf_2400,37,0.929,-0.9,-1.66,-1.0,ks,4,0,0,0,-4.68
1r1r2k1/5ppp/pNR1bb2/1p1p4/1q1P2P1/1P2PQ1P/P4P2/5RK1 b - - 0 24,vssf_2400,26,-5.262,0.0,-3.7,-0.25,quiet,0,0,0,0,-3.62
1r1bk2r/3nn1p1/4p1P1/P1p1P1Np/1p6/3QB3/P1P2P2/2K3RR b - - 4 28,vssf_2700,37,14.444,3.42,9.28,0.0,ks,0,3,0,0,7.61
2kr3r/1pp2p2/p1n1b1p1/2bPp1q1/2P5/N5Pp/PP3R1P/R2Q2KN b - - 0 18,vssf_2400,16,-12.473,-2.7,-11.79,-4.38,quiet,2,0,0,0,-6.7
3r1rk1/1bn1qpp1/4p2p/p1p1N3/Pb1P4/3R1NPB/4PP1P/2QR1K2 b - - 1 29,vssf_2700,10,-0.169,0.0,-1.21,-0.15,quiet,1,1,0,0,-0.88
r3rqk1/bp1b1pp1/3P3p/p2nN3/NPQ1p3/1P1BP3/1B3PPP/R2R2K1 b - - 3 21,vssf_2400,5,6.101,0.0,6.3,-0.06,quiet,0,1,0,0,4.62
rnbq1rk1/4bppp/1p2p3/1Bpn4/p2P4/1N2PNPP/PPQ2P2/R1B1K2R w KQ - 0 12,vssf_2700,0,0.272,0.0,-1.09,-0.05,quiet,0,1,0,0,-2.09
8/3k1p2/2p3p1/7p/1p1P3P/7K/8/8 w - - 0 64,vssf1_win_d8,128,-8.591,0.0,-5.83,0.31,quiet,1,0,0,0,-99.0
8/5p2/6p1/2p1n1P1/8/4k3/6K1/8 w - - 2 52,vssf1_win_d8,122,-12.368,0.0,-6.46,-0.6,quiet,2,1,0,0,-7.01
1k6/3r3p/7K/p1R3PP/P7/8/8/8 w - - 9 82,vssf_2400,106,3.662,0.0,3.17,-0.93,quiet,2,1,0,0,5.21
8/7k/8/4N3/1r3PRp/5P1P/6PK/8 w - - 3 36,vssf_2400,101,12.322,0.0,8.05,3.88,quiet,1,2,0,0,12.01
8/4q2p/2k5/2b5/2Q1p3/NK1p1p2/7P/5B2 w - - 8 53,vssf_2400,69,-8.666,0.0,-2.47,3.35,quiet,2,2,0,0,0.0
1Q1r1qk1/5ppp/2N1p3/p2p4/P2Pn3/b3P2P/2R2PP1/2R3K1 b - - 0 27,vssf_2400,37,-7.106,0.0,2.98,0.07,quiet,1,0,0,0,-5.51
r1r3k1/pp3ppp/3b1q2/3p4/1p6/1P3N1P/3PBPP1/R1Q1R1K1 b - - 0 22,vssf_2400,26,-1.414,0.0,1.0,-0.25,quiet,1,0,0,0,-3.33
1r1bk2r/4n1p1/3Qp1P1/P1p1n1Np/1p6/4B3/P1P2P2/2K3RR b - - 1 29,vssf_2700,37,9.378,1.8,8.23,0.0,ks,0,3,0,0,8.73
2kr3r/1pp2p2/p5p1/2bPpb2/2P5/N2nq1Pp/PP3R1P/R4QKN w - - 9 23,vssf_2400,16,-13.581,-2.88,-17.22,-8.66,ks,3,0,0,0,-7.65
r4rk1/1p3pp1/pq2b3/2b1N1B1/7P/1P1QP1nP/P1P3B1/R5KR w - - 1 22,vssf_2700,10,2.29,1.98,-0.55,-0.5,quiet,1,2,0,0,-2.17
rq2kn1r/1N3pb1/2P1bnp1/pN1p4/P3p3/Q2PP1Pp/1P3P1P/R1B1K2R w KQ - 1 20,vssf_2400,5,-0.059,2.22,2.34,4.74,ks,0,3,0,0,6.04
rnbq1rk1/4bppp/1p2p3/p1pn4/3P4/1N2PNPP/PPQ2P2/R1B1KB1R w KQ - 0 11,vssf_2700,0,0.711,0.0,-0.73,-0.1,quiet,0,1,0,0,-1.18
8/p2kp3/8/8/p6K/8/8/8 w - - 0 59,vssf1_win_d8,128,-7.953,0.0,-4.79,-0.82,quiet,0,0,0,0,-7.3
5k2/4b1pp/5p1P/8/3P2P1/p7/4K3/8 b - - 0 44,vssf1_win_d8,122,-10.168,0.0,-8.8,-0.29,quiet,0,1,0,0,-7.12
8/r6R/3k3K/6PP/P7/8/8/8 b - - 0 89,vssf_2400,106,7.145,0.0,4.91,-0.35,quiet,1,1,0,0,5.42
8/R7/1p1q2pp/6k1/3p4/8/5PP1/3Q2K1 w - - 6 57,vssf_2400,74,5.015,0.0,4.82,3.15,quiet,1,1,0,0,6.39
6k1/p5p1/1bN5/8/1P6/1r5P/6P1/3R3K w - - 2 34,vssf_2400,96,0.806,0.0,0.77,0.2,quiet,1,0,0,0,0.04
8/1RRb1p2/3r1k2/1p1P2p1/4B1P1/P4PK1/3r4/8 b - - 4 57,vssf_2400,74,3.175,0.0,1.15,-1.21,ks,3,3,0,0,2.51
3r1rk1/1p5p/1p3pp1/p4p2/P2P1q2/1PPQ1B2/7P/1R2R1K1 b - - 9 28,vssf_2400,37,2.042,-1.86,2.2,-1.27,quiet,1,0,0,0,3.59
2q1r1k1/6p1/2p1r3/p4pp1/P1QRn2P/1P6/KB6/6R1 w - - 0 54,vssf_2400,32,-2.6,0.0,-2.0,0.54,quiet,0,0,0,0,0.74
2brr3/p4k1p/1p3P2/2n5/PpP1pR1p/1P2P2P/1QBPKPq1/7R w - - 8 34,vssf_2400,26,-1.592,0.18,-3.31,-1.07,ks,4,3,0,0,-5.68
r1b1k1r1/1p1pPp2/p1n2qpp/2B4P/8/1Q4P1/5PB1/2R1R1K1 b q - 1 22,vssf_2700,21,1.489,1.8,4.06,2.95,ks,1,4,0,0,5.84
r1bq1r2/1ppn3Q/p2p1k2/3Ppp1p/6B1/2N5/PPP2PPP/R4RKN w - - 2 17,vssf_2400,16,10.38,3.96,10.48,8.16,ks,0,3,0,0,99.0
r1b2rk1/2n1b1pp/1qp1p3/pp2NP2/3P4/PP4P1/4BP1P/R1BQ1RK1 w - - 1 18,vssf_2700,10,0.513,0.0,2.16,0.91,quiet,0,1,0,0,2.58
r1bqk2r/1p3pbp/2pp2p1/4N2n/p3PB2/2PB3P/PPQN1PP1/R3K2R w KQkq - 1 12,vssf_2400,5,4.826,0.0,3.15,0.57,quiet,0,1,0,0,1.79
r2qk2r/pp1npp2/2p1bnpb/8/3PN1Pp/1P3P2/PBP1Q1BP/R3K1NR b KQkq - 2 12,vssf_2700,0,-0.761,0.0,-1.6,-1.57,quiet,1,0,0,0,-0.64
8/8/2K5/8/3p4/2k5/8/8 b - - 1 57,vssf1_win_d8,128,-5.07,0.0,-47.97,0.0,quiet,0,0,0,0,-5.2
8/8/1p2k3/1pp1P3/4Kn1p/2P5/8/8 w - - 0 40,vssf1_win_d8,122,-9.376,0.0,-8.44,-0.08,ks,3,2,0,0,-11.45
8/3k4/8/2R1p1pp/4K3/1P5P/Pb4P1/8 w - - 0 52,vssf_2400,112,6.145,0.0,6.14,1.49,ks,3,1,0,0,6.67
8/R7/1p1q2pp/5k2/3p4/8/3Q1PP1/6K1 w - - 8 58,vssf_2400,74,5.407,0.0,5.65,5.69,quiet,1,1,0,0,5.73
8/3n2p1/1p1Br1k1/4p1P1/3pP1K1/1P6/P7/2R5 w - - 0 39,vssf_2400,96,-0.795,0.0,-0.31,0.33,ks,2,3,0,0,0.53
8/r7/1p1k1rp1/p1p4p/P1P1b2P/1PB3P1/5PB1/4K3 w - - 0 36,vssf_2400,90,-8.632,0.0,-7.96,0.13,quiet,1,2,0,0,-3.45
5k2/R2b1p2/3r4/1prP2p1/1R6/P4B2/5PPK/8 w - - 1 44,vssf_2400,74,2.647,0.0,0.53,0.18,quiet,1,0,0,0,0.17
2rr4/4q2k/5p1p/3PBP1P/pP3P2/P7/3N1P2/1R1K1R2 w - - 3 48,vssf_2400,53,1.287,0.0,-2.42,-1.01,quiet,1,2,0,0,-4.46
4rnk1/2q2pp1/p1p1r3/2R1p1p1/P3P3/1P1P3P/KBQ3R1/8 w - - 8 47,vssf_2400,32,-0.922,0.0,0.84,0.0,quiet,0,0,0,0,1.15
3rrk2/pp3ppn/4p3/q2p2P1/2p1nP2/1P2PN2/PBPP3Q/2K4R w - - 2 21,vssf_2400,32,-4.264,0.0,-3.99,0.49,quiet,2,1,0,0,1.94
r1b1k1r1/1p1pPp2/p1n2qpp/2B4P/8/6P1/5PB1/2RQR1K1 w q - 0 22,vssf_2700,21,2.322,2.1,4.94,2.94,ks,1,4,0,0,5.78
3q1rk1/1b1N1pp1/1P5p/R7/3Q4/n6P/5PPB/2rB1K1R b - - 2 31,vssf_2400,16,8.319,0.0,5.0,-0.31,quiet,1,2,0,0,1.12
r1b2rk1/2n3pp/1qpbp3/pp2NP2/3P4/PP4P1/1B2BP1P/R2Q1RK1 w - - 3 19,vssf_2700,10,0.734,0.0,2.33,0.65,quiet,0,1,0,0,2.25
r2r2k1/1p2qpbp/2p1b1p1/p7/Pn1NPBP1/1P1RP2P/N3QPB1/2R3K1 b - - 0 21,vssf_2400,5,2.635,0.0,3.58,0.01,quiet,0,0,0,0,-0.28
rn2kb1r/pp2pp2/2p3p1/q2p1b2/3Pn2P/PP3N2/1BPNPPBP/R2QK2R b KQkq - 0 10,vssf_2700,0,0.054,0.0,-1.69,-0.76,quiet,2,0,0,0,-1.13
8/7p/3k3K/pp4P1/1P6/8/8/8 w - - 0 52,vssf1_win_d8,128,-1.391,0.0,-1.22,-0.3,quiet,1,1,0,0,-12.6
1R6/6k1/8/3K4/2Pp1pp1/p2P2P1/P7/8 w - - 0 47,vssf1_win_d8,117,12.614,0.0,8.19,1.91,quiet,0,1,0,0,11.71
8/6b1/p1k1p1p1/7p/4K3/1P5P/P4RP1/8 w - - 12 45,vssf_2400,112,1.809,0.0,3.03,-0.06,ks,4,1,0,0,5.45
4kr2/8/2p1K3/4B2p/p7/P7/1P6/6R1 b - - 14 80,vssf_2400,101,6.784,0.0,2.88,-0.13,ks,3,1,0,0,6.18
1nb5/k1N5/p2p4/2pP4/2P3P1/5pK1/8/1R6 w - - 1 66,vssf_2400,101,3.797,0.0,4.06,-0.5,quiet,2,2,0,0,4.77
5rk1/p5p1/2p5/3q2PQ/3bp3/1P6/1P1N2P1/7K b - - 2 31,vssf_2400,64,-10.003,1.02,-9.03,-0.36,quiet,1,1,0,0,-8.31
1r6/5pk1/p2p2pp/2p1p3/P1PnP3/5N1P/1q3PP1/3RQ2K w - - 4 39,vssf_2400,53,-1.431,0.0,-2.22,0.19,quiet,0,0,0,0,-3.18
5k2/5pr1/p1bp1B1p/nR6/5Pp1/3B4/2P4r/4K3 b - - 0 34,vssf_2400,74,-15.7,0.0,-8.08,0.0,quiet,1,1,0,0,-7.03
2r1k3/pnp1r3/bp1p2p1/3P1p2/1P1BPP1P/2R3K1/P5B1/2R5 b - - 0 31,vssf_2400,64,0.392,0.0,2.45,0.35,quiet,1,0,0,0,3.33
q5k1/p2p1rpp/4pn2/1PN1Qp1b/P2B4/6PP/3N4/4KB2 w - - 11 31,vssf_2400,42,-2.745,-2.7,0.81,-0.69,quiet,1,0,0,0,2.07
rnb1k2r/1p1pPpp1/pq5p/2p5/8/6P1/PP1B1PBP/R2QK2R w KQkq - 0 14,vssf_2700,21,-1.276,0.0,1.06,-0.33,quiet,0,1,0,0,2.47
rn1q1rk1/p2p1pbp/6p1/2pP4/1pB1P1P1/4BN2/PP1Q1K1P/R6R b - - 0 18,vssf_2400,16,5.31,0.0,4.77,-0.65,quiet,0,0,0,0,3.41
2rqk3/pp2ppb1/6p1/3p1bN1/1PnP3r/PQB5/4PPBP/R4RK1 b - - 1 19,vssf_2700,10,-1.402,0.0,-0.44,0.82,quiet,1,1,0,0,-2.95
r1bqr1k1/pppp1ppp/2nb1B2/3N4/2Pp4/P4NP1/1P2PP1P/R2QKB1R b KQ - 0 9,vssf_2400,5,0.085,0.0,3.51,0.49,quiet,1,1,0,0,1.18
8/8/8/2K1k3/8/2P5/8/8 b - - 2 50,vssf1_win_d8,128,1.355,0.0,47.96,0.0,quiet,1,2,0,0,5.09
4K3/2k5/8/4R3/5P2/8/8/8 w - - 3 61,vssf1_win_d8,117,12.629,0.0,54.69,0.0,quiet,1,1,0,0,10.45
8/3R4/6pk/1p3p1p/8/P1n2PP1/5K2/8 b - - 4 70,vssf_2400,112,0.732,0.0,1.84,-0.08,quiet,1,1,0,0,3.66
5k2/6p1/1p3p1p/1p3B2/4Q3/P5P1/3q1PK1/8 w - - 1 46,vssf_2400,80,3.523,0.0,4.32,4.21,quiet,1,1,0,0,9.15
4rk2/5Ppp/8/1p6/pp6/1B1p1P1P/6Pq/R4K2 b - - 0 42,vssf_2400,80,-17.982,0.0,-10.15,0.0,ks,3,2,0,0,-99.0
8/5p2/b3k3/p7/Pp2P2p/1Pr3bP/3R2P1/1R4K1 b - - 7 52,vssf_2400,85,-2.662,0.0,-3.05,-0.06,quiet,2,2,0,0,-5.17
8/5pk1/p2p2pp/P1p1p3/1rPnP3/q4P1P/3N2P1/2R1Q2K w - - 1 43,vssf_2400,53,-2.031,0.0,-2.12,-0.06,quiet,0,0,0,0,-3.41
6k1/p4rpp/2Nqp3/1P3p2/P2Bp3/1Q3bPP/8/4KB2 w - - 2 38,vssf_2400,53,-3.507,-3.09,-0.93,-2.85,quiet,1,1,0,0,1.92
5rk1/3q1r2/p6P/2PP1N1b/5P1P/PP1B4/5Q2/2RR1K2 b - - 0 32,vssf_2400,26,16.594,5.22,9.85,0.0,quiet,1,2,0,0,6.61
2krr3/1bpn1Qpp/pq6/2p5/2P2B1P/3p1NP1/PP2PP2/4RK1R b - - 1 21,vssf_2700,21,0.96,0.0,-0.36,0.66,quiet,2,2,0,0,-4.78
rn1q1rk1/p5bp/3p4/2pP1P2/1pB4P/4BN2/PP1Q1K2/R6R b - - 0 21,vssf_2400,16,5.194,0.0,5.37,0.64,quiet,0,0,0,0,4.08
2rqk3/pp2pp2/6pb/3p4/1PnPb1r1/PQB2N1B/4PP1P/R4R1K b - - 7 22,vssf_2700,10,-0.81,0.0,-1.21,-0.45,quiet,1,0,0,0,-4.01
3q1rk1/1p3p1p/2pp1npb/r1n1p3/2b5/3PPN2/PB2BPPP/R1R1Q1K1 w - - 0 16,vssf_2400,5,-3.979,0.0,-4.59,0.08,quiet,0,0,0,0,-1.69
r3k2r/pp1nppbp/2p2np1/8/2PPbBP1/4PN1P/Pq1NBP2/R2Q1RK1 b kq - 2 12,vssf_2400,0,0.286,0.0,1.64,0.05,quiet,0,0,0,0,2.23
8/8/3k2PK/8/8/8/8/8 b - - 0 64,vssf1_win_d8,128,4.703,0.0,47.97,0.0,quiet,0,0,0,0,5.36
8/1kp5/3p2P1/p1pP4/5P2/8/6K1/4r3 b - - 0 56,vssf1_win_d8,117,-10.935,0.0,-7.18,0.0,quiet,1,1,0,0,-7.05
1r6/6pp/4k3/R3N3/4p3/4P1PP/5P2/6K1 b - - 0 36,vssf_2400,101,7.868,0.0,4.61,3.95,quiet,0,2,0,0,5.42
