fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
8/6R1/pkp5/8/1PK5/8/P1P5/8 b - - 1 46,vssf1_win_d8,117,12.027,0.0,7.01,0.0,ks,3,3,0,0,
8/8/8/4b2p/Q7/2p4P/3k4/5K2 w - - 2 53,vssf_2400,101,9.025,0.0,7.73,0.0,quiet,1,2,0,0,
7R/3b1kp1/1B3p2/1p6/2p4P/2P3K1/1P6/8 b - - 0 47,vssf_2400,106,7.403,0.0,3.67,-0.23,quiet,1,1,0,0,
4r3/5k2/1p4Rp/p4P1P/P1pN4/2Nbp3/8/4K3 w - - 4 47,vssf_2700,90,0.325,0.0,1.93,0.35,ks,2,4,0,0,
6k1/1p1r1pp1/2p5/7p/PpP2N1P/1n2PPP1/1Pb1BR2/4K3 w - - 3 28,vssf_2700,85,1.472,0.0,1.37,-1.38,ks,3,0,0,0,
1k1r4/4q1p1/1p1rp3/4Q3/2PP1R1p/7P/3N1P1K/7B w - - 1 51,vssf_2400,42,2.332,0.0,4.46,2.41,quiet,1,1,0,0,
2b2b1r/1p2kppp/8/r1PBB3/p7/2P3P1/PP2PP1P/R3K2R b KQ - 0 16,vssf_2700,64,7.078,1.14,4.38,1.56,ks,0,3,0,0,
r2r2k1/3n1p2/2p3p1/p1qpp2p/2P4Q/1P1bP1PP/P2N1P2/2RR2K1 w - - 1 24,vssf_2700,26,-4.84,0.0,-4.46,0.14,quiet,1,0,0,0,
r1k2b1r/1p1n1p1p/2n1p1p1/pN1p4/8/1PP1BPPB/R3KP1P/7R b - - 1 17,vssf_2700,53,-1.542,0.0,-0.93,-0.03,quiet,0,1,0,0,
rn2k3/3pbpr1/pq4p1/2pBP1Np/5Q1P/1P3PP1/1BN3K1/R7 b q - 0 22,vssf_2400,21,3.812,1.62,7.41,2.68,ks,0,3,0,0,
1bbqk2r/r4pp1/p1p4p/1p2PPn1/1P1p1N2/PB6/2P1Q1PP/R1B2RK1 b k - 2 21,vssf_2700,10,2.586,1.44,2.85,1.04,quiet,0,1,0,0,
r4k1r/1b2bpp1/ppn1pn2/4q3/Q1P5/P1N1BBPp/1P3P1P/1R2K2R w K - 0 17,vssf_2400,5,-4.344,0.0,-5.3,-0.51,quiet,0,0,0,0,
rnb1qrk1/4bpp1/p1p1p2p/1p1nN3/3P4/P4NPB/1PQBPP1P/2RR1K2 w - - 0 17,vssf_2700,0,2.522,0.0,2.57,0.92,quiet,0,2,0,0,
8/8/k3P3/3p2P1/7p/4PKP1/8/8 w - - 0 58,vssf1_win_d8,128,8.376,0.0,8.14,0.73,quiet,2,0,0,0,
8/8/4pPk1/6B1/6p1/P6p/7K/8 b - - 0 49,vssf1_win_d8,122,0.196,0.0,1.23,1.91,quiet,2,2,0,0,
5k2/5p2/7p/3Bp1p1/4P1P1/r4P1P/6K1/8 w - - 6 43,vssf_2400,112,-1.804,0.0,-2.35,0.3,quiet,1,1,0,0,
1B6/1p2p2p/5r2/5k2/1K3P2/P6n/1P5P/5R2 w - - 5 38,vssf_2400,96,3.214,0.0,0.69,-0.03,ks,0,3,0,0,
4r3/1p3pk1/5np1/8/2P4p/1P3P2/P3Bq2/1K1QR3 w - - 0 48,vssf_2700,53,0.32,0.0,-1.44,-0.15,quiet,0,0,0,0,
6rr/p2k1p2/1pp2b1P/3p4/P2PRB1n/1PPR3P/8/7K w - - 0 37,vssf_2400,69,-1.749,0.0,-3.94,-0.15,quiet,2,2,0,0,
5k1r/1q3p2/3b2pp/pprN1R1Q/8/6P1/PP3P1P/4R1K1 w - - 0 30,vssf_2700,32,3.633,2.88,2.16,4.56,ks,0,3,0,0,
r2r2k1/3n1p2/2p3p1/p1qpp2p/2P4Q/1P1bPNPP/P4P2/2RR2K1 b - - 2 24,vssf_2700,26,-4.664,0.0,-4.12,0.22,quiet,1,0,0,0,
r1b1r1k1/1pp2pp1/3b3p/p2R4/2N1q3/P1Q1B2P/1PP2PP1/3R2K1 w - - 0 21,vssf_2700,21,-0.484,-1.26,0.48,-1.17,quiet,2,1,0,0,
2r1rk2/ppn2ppQ/4q3/8/1PnpB1P1/P3b3/3BR3/1KR5 w - - 1 32,vssf_2400,16,-7.101,0.54,-6.92,-0.64,quiet,1,1,0,0,
r1bqkb1r/1pp2pp1/p3n2p/3N4/1PBpP3/P7/2P1QPPP/R1B1K2R b KQkq - 2 15,vssf_2700,10,0.719,0.0,-0.29,0.32,quiet,0,1,0,0,
rnbqk2r/ppppn1pp/8/8/1b2P3/1QN5/PP3PPP/R1B1K1NR w KQ - 2 8,vssf_2400,5,-1.69,1.26,-2.41,1.09,quiet,0,1,0,0,
r1bqk2r/pp2bpp1/2n1pn1p/8/2BP4/PP3N2/5PPP/RNBQK2R w KQkq - 1 10,vssf_2700,0,0.213,0.0,-1.34,-0.51,quiet,0,0,0,0,
6k1/8/4p1p1/P2p3p/8/5P2/5KPP/8 w - - 0 41,vssf1_win_d8,128,0.452,0.0,2.08,0.08,quiet,0,0,0,0,
4k3/1R6/8/8/8/3K4/8/8 w - - 1 59,vssf1_win_d8,117,10.154,0.0,53.46,0.0,quiet,0,1,0,0,
8/7k/4B3/3P3p/1r3P2/5K1P/P7/8 w - - 0 49,vssf_2400,112,5.533,0.0,2.74,0.17,quiet,2,1,0,0,
5B2/R7/8/p6p/1p4k1/2nKP3/P1P5/8 w - - 2 43,vssf_2400,106,9.222,0.0,5.98,1.14,quiet,2,1,0,0,
1R2bk1r/6p1/1B1P1p2/1p6/2p4P/2P3K1/1P6/8 b - - 1 45,vssf_2400,96,1.751,0.0,1.53,-0.38,quiet,1,2,0,0,
8/5pk1/8/3P3p/4P1p1/1R3nP1/5PK1/r1r2B2 w - - 7 54,vssf_2700,85,-5.978,0.0,-5.97,-3.77,ks,3,0,0,0,
4r3/1p3p1k/6p1/1P5n/2P5/5P2/P3Bq1p/1KQ1R3 w - - 2 52,vssf_2700,53,0.119,0.0,-2.51,-0.26,quiet,0,1,0,0,
4r1k1/1p3p2/5Qp1/P1qp2Pp/P1p1r2P/8/2PP2P1/N2R1K1R b - - 2 37,vssf_2400,37,4.045,0.72,0.54,-2.0,quiet,2,1,0,0,
2r2k1r/1q2bppp/8/pp1p3Q/8/2N3P1/PP3P1P/4RRK1 w - - 0 26,vssf_2700,32,0.933,1.26,-0.23,0.65,quiet,0,2,0,0,
r2r2k1/3n4/5pp1/p2pp2p/1P5Q/q3PNPP/P3bPK1/2RR4 w - - 0 28,vssf_2700,26,-7.814,0.0,-5.43,0.16,quiet,1,0,0,0,
b1r1k2r/p4ppp/1q1np3/2pp4/8/Q3P3/PPPNBPPP/3RK2R w Kk - 2 17,vssf_2700,21,-0.509,0.0,0.05,0.32,quiet,0,0,0,0,
qk1r4/p5p1/Bpbrpn2/Rp2Q1B1/2PP3p/7P/5PP1/1R3NK1 w - - 2 33,vssf_2400,16,4.306,0.0,5.78,2.01,quiet,1,1,0,0,
r1b1k1nr/pp1p1ppp/1qn1p3/8/3N4/1N2P3/PPPQ1PPP/R3KB1R b KQkq - 0 8,vssf_2700,10,0.379,0.0,0.67,0.08,quiet,0,0,0,0,
r2qk2r/1b1N1pp1/pp1bpn2/2pp3p/2PP4/1P2P2P/PB1NBPP1/2RQ1RK1 b kq - 0 13,vssf_2400,5,1.107,0.0,4.72,0.15,quiet,1,1,0,0,
r1bqkb1r/pppn3p/3p1np1/4pp2/2PP2P1/2N1PN1P/PP3P2/R1BQKB1R b KQkq - 1 7,vssf_2700,0,0.344,0.0,-0.12,0.05,quiet,0,0,0,0,
8/7p/1p1k4/2p5/5K2/7P/p7/8 w - - 0 56,vssf1_win_d8,128,-10.113,0.0,-9.38,-0.27,quiet,1,1,0,0,
8/8/8/5b2/4k2p/7P/6K1/8 w - - 4 70,vssf1_win_d8,122,-8.352,0.0,-2.95,-0.08,ks,3,1,0,0,
5k2/3R4/1r6/4K3/8/8/8/8 b - - 37 105,vssf_2400,106,0.616,0.0,-0.13,1.24,quiet,1,1,0,0,
8/5pkp/1p4p1/PR6/2Pr2P1/1n5P/5P1K/8 w - - 0 45,vssf_2400,101,-2.498,0.0,-1.31,-0.03,quiet,0,0,0,0,
5rk1/4bppp/1p1pN3/p5P1/1nB1p3/4P2P/3K1P2/R7 b - - 0 30,vssf_2700,85,-7.565,0.0,-2.84,-0.89,quiet,2,1,0,0,
8/1p1nbr1k/p3p1rP/3p3R/1P1P1BP1/2P1PP2/3K4/6R1 w - - 13 35,vssf_2400,69,2.358,0.0,-0.81,-0.49,ks,0,3,0,0,
r5k1/1p3p1n/6p1/5b1p/2PQN2P/pP3Pq1/P3B1P1/K6R b - - 4 33,vssf_2700,42,2.622,1.26,2.17,0.09,quiet,1,1,0,0,
r2r2k1/3n1p2/2p3p1/p1qpp2p/7Q/1PP1P1PP/P2N1Pb1/2RR2K1 b - - 1 22,vssf_2700,26,-2.797,0.0,-4.67,-0.15,quiet,1,0,0,0,
1r5r/4kpbp/p2p2p1/1ppP4/4P3/P1N3PB/1n1nNPK1/R3R3 w - - 0 26,vssf_2700,53,-2.78,0.0,-2.33,0.54,quiet,1,2,0,0,
2r2k2/3rn1bp/1p2qpp1/1N2p2P/Q7/2P1B1P1/1P1N1PB1/R5K1 b - - 0 27,vssf_2400,21,2.613,0.0,2.76,0.44,quiet,0,0,0,0,
r4rk1/p1nqbppp/2p1pn2/2pp4/Q2P4/6P1/PP1NPPBP/R1B2RK1 w - - 0 13,vssf_2700,10,-1.475,0.0,-1.49,-0.26,quiet,0,0,0,0,
1nbk1r2/1p4qn/r2p2p1/pNpPpp1p/P1P1PP1b/5RPP/1PQB2B1/5RK1 w - - 0 21,vssf_2400,5,0.317,0.0,1.51,1.22,quiet,0,1,0,0,
r3kbr1/3n2qp/b1p5/P2pnp2/Q1P1p3/4P2P/PN3P2/R1B1KBNR b KQq - 0 19,vssf_2700,0,0.179,0.0,-3.92,-0.64,quiet,0,0,0,0,
8/8/p2k1p1p/P2p4/1p3pPP/1P1K1P2/8/8 w - - 11 48,vssf1_win_d8,128,-1.553,0.0,-1.15,-0.14,ks,3,0,0,0,
8/8/8/4k1p1/4b2P/7P/5K2/8 b - - 0 67,vssf1_win_d8,122,-9.136,0.0,-2.54,-0.52,quiet,1,0,0,0,
8/1B6/8/6p1/3K2k1/8/7p/r7 b - - 1 93,vssf_2400,112,-8.818,0.0,-6.77,0.18,quiet,0,1,0,0,
5r2/4k3/6p1/p1n1B2p/1p5P/4P3/P1PRK3/8 w - - 0 37,vssf_2400,96,0.569,0.0,0.13,0.44,quiet,2,2,0,0,
5r1k/6p1/1p2B2P/p2p4/1n5b/4Pp2/3K4/2R5 w - - 0 36,vssf_2700,90,-12.408,0.0,-6.56,-1.54,ks,3,2,0,0,
6kr/5r1p/1n2p2R/p2pP3/p3P1P1/B1P5/8/5QK1 w - - 1 37,vssf_2400,64,7.375,1.89,6.57,1.77,ks,1,3,0,0,
r3k2r/1p1nb3/p3p3/3p3P/1P1P2P1/R1P1PPB1/8/4K2R b K - 0 27,vssf_2400,69,0.551,0.0,-0.22,0.27,quiet,0,0,0,0,
1rr5/5pk1/3R4/2nPn2p/4P1p1/1pN3P1/5P2/3R1BK1 b - - 3 40,vssf_2700,64,2.747,0.0,-1.94,0.18,quiet,0,1,0,0,
3r2k1/5ppp/2n1p3/2Pq4/P7/3rBbPP/1PQ2P2/R3K1R1 w Q - 7 28,vssf_2700,26,-7.064,-3.06,-9.07,-5.5,quiet,2,0,0,0,
2r2rk1/pp1bn1p1/4p2p/q4p2/2PP4/P1R2N2/BQ3PPP/4R1K1 b - - 4 21,vssf_2700,21,0.596,0.0,0.94,0.27,quiet,0,0,0,0,
1r3k1r/p2nnpb1/1p4p1/B2pP1Np/7P/PQ4P1/1P1N1PB1/3R2K1 b - - 0 24,vssf_2400,37,10.714,0.0,11.65,0.0,quiet,0,1,0,0,
4rrk1/2q2pp1/b3p2p/p2nN3/PbNP4/1R4PB/4PP1P/Q1R2K2 b - - 8 34,vssf_2700,10,1.084,0.0,-0.42,-0.52,quiet,1,1,0,0,
r1b1kb1r/pp1nq2p/2Pp1n2/5p2/2P1p3/2N1PB1P/PP3P2/R1BQK1NR b KQkq - 0 11,vssf_2700,0,0.973,0.0,0.37,0.35,quiet,0,1,0,0,
8/5p2/4k1p1/4P2p/p7/8/6K1/8 w - - 0 54,vssf1_win_d8,128,-10.441,0.0,-6.64,-0.18,quiet,0,1,0,0,
8/p4p2/4k1p1/4r2p/5P2/8/8/6K1 w - - 0 52,vssf1_win_d8,117,-12.653,0.0,-8.68,0.0,quiet,0,1,0,0,
8/1B6/8/6p1/2K3k1/7p/8/r7 b - - 3 92,vssf_2400,112,-8.852,0.0,-6.6,-0.16,quiet,0,1,0,0,
8/8/3k4/p3RP2/P3KR1p/7P/2P3r1/8 w - - 1 42,vssf_2400,96,15.493,0.0,7.3,0.0,ks,1,3,0,0,
1R6/2p1kp2/8/4r3/2r4p/5Q1P/6PK/8 w - - 0 51,vssf_2400,74,8.454,0.0,6.49,6.85,quiet,1,2,0,0,
6kr/5r1p/1n2pR2/p2pP3/p3P1P1/B1P5/8/5QK1 b - - 2 37,vssf_2400,64,5.653,2.16,6.9,2.25,quiet,0,2,0,0,
2r5/p3n1k1/1r4p1/p5Pp/2Q5/P1b3P1/5PN1/3R2K1 w - - 5 37,vssf_2400,58,4.386,1.77,1.75,0.68,quiet,0,2,0,0,
2q2k2/Qp2pp2/6p1/3p4/1PnP1b1r/P1B2P2/5P1P/R4R1K w - - 1 27,vssf_2700,37,-2.674,-3.06,-3.12,-5.43,quiet,2,0,0,0,
5rk1/5ppp/2n1p3/2Pq4/P7/3rBbPP/1PQ2P2/R3KR2 w Q - 5 27,vssf_2700,26,-6.696,-3.06,-6.88,-3.59,quiet,2,0,0,0,
2b1rrk1/pp4p1/q2P2np/4p3/2P1Qp1P/PR3N2/B4PP1/4R1K1 b - - 0 27,vssf_2700,21,0.331,0.0,1.19,0.56,quiet,0,0,0,0,
5rk1/npr2pp1/p3p2p/P2pP1b1/3P2PN/1qB4P/1P1QNP2/R3R1K1 w - - 1 28,vssf_2400,16,5.244,0.0,3.38,-0.29,quiet,0,0,0,0,
r1bq1rk1/4npp1/p3pb1p/1p6/3P4/PPQBBN2/5PPP/RR4K1 b - - 1 19,vssf_2700,10,1.734,0.0,-0.38,0.54,quiet,0,1,0,0,
r1bqk2r/pp3ppp/5B2/nPpn4/8/P3P3/3P1PPP/RN1QKBNR b KQkq - 0 10,vssf_2400,5,3.383,0.0,5.67,0.14,quiet,0,1,0,0,
r1b1kb1r/1p1n1pp1/p3p3/q2p2B1/3Qn2P/N4N1P/PPP1PPB1/R4K1R b kq - 0 12,vssf_2700,0,0.074,0.0,-1.84,-0.22,quiet,2,1,0,0,
8/8/3P3k/1p4p1/P4p2/1P6/5PP1/5K2 w - - 0 49,vssf1_win_d8,128,7.225,0.0,6.48,0.5,quiet,0,0,0,0,
1K6/8/p7/P7/6k1/8/8/5R2 w - - 0 61,vssf1_win_d8,117,9.733,0.0,5.63,1.96,quiet,0,1,0,0,
8/8/3K4/6p1/5k2/8/6Bp/4r3 b - - 11 98,vssf_2400,112,-9.663,0.0,-7.16,-1.53,quiet,2,2,0,0,
6r1/8/p3Nk2/P2P4/1PP2Pp1/2K5/4R3/8 w - - 1 41,vssf_2400,101,14.09,0.0,7.82,0.0,ks,0,4,0,0,
1R6/2p1kp2/8/2r5/2r4p/Q6P/6PK/8 w - - 2 52,vssf_2400,74,8.692,0.0,6.83,4.73,quiet,1,1,0,0,
6k1/6pp/1r1P1b2/3P1p2/8/3R3P/3NKPP1/r7 w - - 0 33,vssf_2700,85,-4.256,0.0,-4.19,-0.47,quiet,1,0,0,0,
6k1/5p1p/4RQp1/p7/2PB1P2/8/P1K3PP/1r3B1R b - - 2 28,vssf_2400,64,35.539,2.94,28.31,0.0,quiet,1,1,0,0,
4k2r/5pp1/pp2pn2/7p/2P5/P3Pb1P/1B1q1PPK/1R3R2 b k - 1 22,vssf_2400,58,-12.217,0.0,-11.02,0.0,quiet,1,0,0,0,
rr4k1/4b1pp/bP1p4/B2PPp2/3R4/p4N1P/5PP1/4K2R b K - 2 26,vssf_2700,64,1.168,0.0,-1.17,0.45,quiet,1,0,0,0,
r2r2k1/1pq2pp1/p2bb3/P3N3/5Q1P/1P2P2P/2P3B1/2R3KR b - - 2 27,vssf_2700,21,-3.884,0.0,-0.61,0.05,quiet,0,2,0,0,
rnb2k1r/1p3pbp/3p1Qp1/2pP4/p7/2N1PNPP/PP3P2/3RKB1R b K - 0 14,vssf_2400,32,10.301,3.6,12.58,0.0,quiet,0,1,0,0,
r2qkr2/1p5p/p2p2p1/2p1n1b1/2PN2b1/4B2B/PPK4Q/4R2R b q - 1 20,vssf_2700,10,-9.943,-2.16,-5.65,-1.1,quiet,2,0,0,0,
1nr2k1r/ppqbn1b1/3N1pp1/1Pp5/2N4p/2PP2P1/P5BP/1RQ1R1K1 w - - 2 22,vssf_2400,5,-2.186,0.0,-1.16,1.0,quiet,0,2,0,0,
r2qk1nr/2pbbppp/p1n1p3/4P3/Np2B3/5N2/PPP1QPPP/R1B1K2R b KQkq - 0 10,vssf_2700,0,0.554,0.0,0.31,0.19,quiet,0,0,0,0,
8/8/4k2P/2p5/4P3/1P2P3/4K3/8 w - - 1 44,vssf1_win_d8,128,8.437,0.0,5.38,0.21,quiet,0,1,0,0,
4k3/8/P1p1pBp1/4P2p/7P/3K1P2/8/8 b - - 0 51,vssf1_win_d8,122,8.105,0.0,8.74,0.18,quiet,0,1,0,0,
8/8/7k/8/5n2/8/5b1K/8 b - - 62 76,vssf_2400,117,-14.165,0.0,-68.26,0.0,quiet,2,0,0,0,
6r1/8/8/P2P1k2/1PP2P2/2KN2p1/6R1/8 b - - 4 45,vssf_2400,101,17.724,0.0,8.58,0.0,ks,0,3,0,0,
6r1/8/1R1pPk2/p3nP2/P3KR1p/7P/2P3P1/8 b - - 0 37,vssf_2400,90,11.701,0.0,7.12,1.14,ks,3,4,0,0,
5k2/6pp/3P1b2/3P4/5p2/3R1P1P/r5PK/1r1N4 b - - 4 39,vssf_2700,85,-5.234,0.0,-5.61,0.27,quiet,2,1,0,0,
N5k1/8/5p2/5bpq/P2P4/1P2P1P1/2rB1K1P/4Q3 w - - 7 34,vssf_2400,58,-2.786,-2.64,-1.64,-3.06,quiet,1,0,0,0,
8/2k5/2rq4/2b5/7p/p6P/B4PP1/2R1QR1K b - - 2 38,vssf_2400,42,12.845,2.52,6.13,2.2,quiet,1,0,0,0,
4r3/1p4kB/2p1bq2/r6p/2P5/1P1Q3P/5PP1/2R1R1K1 w - - 3 35,vssf_2400,32,7.837,2.34,3.18,2.96,quiet,1,2,0,0,
1k1r3r/pp3p2/1qp1pPpb/3P4/2P4p/1P3Q1N/PB4KP/R2R4 w - - 0 26,vssf_2700,26,-0.654,-1.98,4.2,-0.54,quiet,2,0,0,0,
1r1bk2r/3nn1p1/P2Qp1P1/2p3Np/1p6/4B3/P1P2P2/2K3RR b - - 0 30,vssf_2700,37,13.182,2.34,8.43,0.0,ks,0,3,0,0,
r2k2nr/1bbn2p1/p1p2p2/3p3p/3P4/B2B1N2/4RPPP/2Q3K1 w - - 2 21,vssf_2400,37,4.934,2.7,5.52,3.55,quiet,1,2,0,0,
r2qkr2/1pp4p/p2p2p1/4n1b1/2PN2b1/4B3/PPK4Q/R4B1R w q - 2 19,vssf_2700,10,-3.766,0.0,-4.59,-0.82,quiet,2,0,0,0,
2kr1br1/ppq2p2/4p3/N3n3/nP1BP1pp/2P3P1/P1NQBP1P/3RR1K1 b - - 1 21,vssf_2400,5,9.193,0.0,6.34,0.62,quiet,0,1,0,0,
r2qk1nr/2pbbppp/p1n1p3/4p3/Np1PB3/5N2/PPP1QPPP/R1B1K2R w KQkq - 2 10,vssf_2700,0,0.118,0.0,-0.4,0.11,quiet,0,0,0,0,
8/6P1/8/8/3k3K/8/8/8 b - - 0 71,vssf1_win_d8,128,4.36,0.0,47.98,0.0,quiet,0,0,0,0,
8/6pk/2R5/1P5p/8/5P2/3K4/8 b - - 0 45,vssf1_win_d8,117,11.394,0.0,7.0,-0.09,quiet,0,1,0,0,
8/8/5n2/b7/3k1K2/8/8/8 w - - 1 46,vssf_2400,117,-14.013,0.0,-68.45,0.0,quiet,2,1,0,0,
1R6/6p1/4k2p/2p5/pPPpN3/P7/1K6/7r b - - 8 47,vssf_2400,101,-0.416,0.0,1.94,2.15,ks,3,2,0,0,
7r/2p5/1p1pPk2/p3nP2/P1P1KR1p/7P/2P3P1/1R6 w - - 2 35,vssf_2400,90,9.607,0.0,5.31,1.09,ks,3,4,0,0,
4r1k1/1p2qpp1/4b3/pQ4p1/P7/3Bp2P/1P3P2/3KR3 b - - 3 27,vssf_2400,53,-5.222,-1.14,-3.98,-1.18,quiet,1,1,0,0,
8/2kq4/2r5/2b1p2Q/7p/p6P/B4PP1/2R2R1K w - - 0 37,vssf_2400,42,11.185,2.16,6.71,2.2,quiet,0,0,0,0,
4r3/1p2qbkp/2p5/r4B1p/2P5/1P3Q1P/5PP1/2RR2K1 w - - 1 32,vssf_2400,32,6.651,2.88,2.53,2.08,quiet,0,1,0,0,
r6r/1bkpq1pp/1pn5/p7/1P3n2/PN2p3/4BPPP/2QR1RK1 w - - 2 24,vssf_2400,16,-0.234,2.88,-5.92,0.06,quiet,2,2,0,0,
r2b1knr/3n2p1/p1q1p1P1/2p1P2p/Pp6/3BBN2/P1P1QP2/2K3RR b - - 0 21,vssf_2700,10,2.907,1.98,2.21,1.32,quiet,0,1,0,0,
rnbqk2r/1p2bppp/2p1pn2/p7/2NP4/4PNP1/PP2BP1P/R1BQK2R b KQkq - 0 8,vssf_2700,0,0.266,0.0,0.47,-0.32,quiet,0,0,0,0,
2k5/K7/8/1P6/8/8/8/8 b - - 5 83,vssf1_win_d8,128,5.193,0.0,47.97,0.0,quiet,1,1,0,0,
3b2k1/7p/3Pp2p/8/4K3/6P1/p7/8 w - - 0 58,vssf1_win_d8,122,-10.088,0.0,-8.01,-0.03,quiet,1,0,0,0,
8/8/8/8/5nk1/8/5b2/7K w - - 57 74,vssf_2400,117,-14.702,0.0,-66.85,0.0,quiet,2,0,0,0,
2Q5/6pk/p3p3/3pP1q1/3P3p/5P1P/4r1P1/5K2 w - - 0 59,vssf_2400,74,-0.968,0.0,-8.17,-7.8,quiet,2,1,0,0,
8/2R5/2p1r1kp/p3p2p/4Np1K/P2PbP2/2P4P/8 w - - 2 40,vssf_2400,96,-1.731,0.0,0.97,-0.31,ks,4,3,0,0,
3r4/5rpp/p3k3/1p4PN/4p2P/3bP1Q1/7K/8 b - - 0 39,vssf_2400,74,-4.924,0.0,-3.53,3.49,ks,0,3,0,0,
3r4/1kr5/1p3bR1/1Bp3pp/P7/5P1P/2K5/4R3 b - - 6 39,vssf_2400,74,-3.738,0.0,-1.02,-0.92,quiet,2,1,0,0,
r2k3r/5p1p/1q1p2p1/pB3b2/pP6/7P/P5P1/n4Q1K b - b3 0 25,vssf_2400,48,-22.757,0.0,-17.4,0.0,quiet,1,1,0,0,
4r3/1p4kB/2p1bq2/r6p/2P5/1P1QR2P/5PP1/2R3K1 b - - 4 35,vssf_2400,32,8.062,2.7,3.76,3.96,quiet,1,2,0,0,
3r1rk1/2q2b1p/3b2p1/p1P5/P2B4/3QP2P/8/2RK2R1 b - - 0 32,vssf_2400,26,-1.208,2.34,-1.94,1.8,quiet,0,1,0,0,
2bq1k2/5r1p/2p1pP2/1p1nB1Q1/2r5/P4BP1/5P1P/R4RK1 w - - 7 28,vssf_2700,21,4.038,3.24,7.17,5.54,quiet,0,2,0,0,
r6r/1bkpq1pp/1pn5/8/1p3n2/PN2PB2/6PP/2QR1RK1 b - - 0 25,vssf_2400,16,-2.954,1.98,-2.39,1.28,ks,1,3,0,0,
r1bqk1nr/2p1bpQp/p3p3/1p6/8/2NP4/PP3PPP/R1B1K1NR b KQkq - 0 10,vssf_2700,10,3.588,0.0,-0.85,0.52,quiet,0,1,0,0,
rnbqr1k1/1p3ppp/p2p1b2/4p3/2Pp4/1P1B1NPP/P4P2/RNBQK2R w KQ - 0 12,vssf_2400,5,-0.043,-1.44,0.72,-0.46,quiet,0,1,0,0,
rnbqk2r/4bppp/2p1pn2/pp6/2NP4/4PNP1/PP2BP1P/R1BQK2R w KQkq - 0 9,vssf_2700,0,0.187,0.0,-0.21,-0.42,quiet,0,0,0,0,
8/7p/p2Pk2K/1p6/1P4P1/8/8/8 b - - 0 50,vssf1_win_d8,128,0.202,0.0,0.38,0.2,quiet,1,2,0,0,
8/8/5p2/1P4k1/5pPp/1P3R1P/6K1/8 b - - 0 44,vssf1_win_d8,117,12.538,0.0,7.11,0.0,ks,2,3,0,0,
8/6p1/pp1N2kp/2pP1b2/P4P2/1P3P2/3K3P/8 w - - 0 40,vssf_2400,117,1.661,0.0,0.83,0.06,quiet,1,2,0,0,
5k2/5pp1/1p6/2p3Pp/5n2/5r2/2b5/6K1 w - - 2 47,vssf_2400,106,-27.971,0.0,-18.45,0.0,quiet,2,0,0,0,
8/6r1/1Rnk3p/p2p1p1P/Pb2p3/6P1/8/1K6 b - - 7 43,vssf_2400,96,-19.559,0.0,-10.43,0.0,quiet,0,1,0,0,
4k1r1/R2n1ppp/1p1Bp3/3b4/8/P5P1/1P4pP/6K1 w - - 3 26,vssf_2400,90,-10.413,0.0,-4.98,0.32,quiet,2,2,0,0,
2r1rk2/p4p2/n6p/2p5/1P1p2P1/P2Rb3/2K5/4R3 w - - 0 38,vssf_2400,74,-14.499,0.0,-10.12,0.0,quiet,2,0,0,0,
2rk1r2/5p1p/1q1p2p1/pB3b2/pPQ5/7P/P5P1/n6K w - - 3 27,vssf_2400,48,-17.974,2.16,-17.31,0.0,quiet,1,2,0,0,
N5k1/8/2r2p2/B5pq/P2Pn3/1P2P1Pb/5R1P/4Q1K1 b - - 3 29,vssf_2400,42,3.305,-2.16,1.0,-1.33,quiet,2,0,0,0,
4rr2/pp1q2pk/3b2pp/3P4/2n5/2N1P2P/PP2Q1P1/3R2KR w - - 0 23,vssf_2400,26,-2.665,-2.16,-6.16,-1.97,quiet,2,0,0,0,
r1b1k2r/1p1pPpp1/p1n1q2p/2B5/8/6P1/5PBP/2RQ1RK1 w kq - 1 19,vssf_2700,21,1.055,1.98,2.57,0.24,ks,0,3,0,0,
3rr1k1/p1p1nppp/1p2pn2/P2q2P1/2bP3P/3BPN2/1P1R1P2/3QK2R b - - 0 22,vssf_2400,16,-6.789,0.0,-4.53,-0.54,quiet,0,1,0,0,
2rqk3/pp2pp2/6pb/3p4/1PnPb1r1/PQB2N1B/4PP1P/R4R1K b - - 7 22,vssf_2700,10,-1.416,0.0,-1.21,-0.45,quiet,1,0,0,0,
rnbqr1k1/1p3ppp/p2ppb2/2p5/2P5/1P1P1NPP/P4P2/RNBQKB1R w KQ - 0 10,vssf_2400,5,0.234,0.0,0.25,-1.15,quiet,0,0,0,0,
rnbqk2r/1p2bppp/2p1pn2/p2p4/2PP4/4PNP1/PPQN1P1P/R1B1KB1R b KQkq - 3 7,vssf_2700,0,0.131,0.0,0.38,-0.04,quiet,0,0,0,0,
8/4p2p/4P1p1/kp2P3/p7/7P/4K1P1/8 b - - 0 38,vssf1_win_d8,128,-6.048,0.0,-4.78,0.38,quiet,0,0,0,0,
8/2P5/1k1K4/5N2/6P1/8/8/8 w - - 1 69,vssf1_win_d8,122,14.014,0.0,8.9,0.76,quiet,1,1,0,0,
3Q4/6P1/p7/P6k/N1P4p/5P2/2K4P/8 b - - 0 51,vssf_2400,101,32.391,0.0,19.23,0.0,quiet,0,2,0,0,
