fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
8/2p5/2P5/6Rp/1n1k1p2/4p2P/3r2P1/2R3K1 b - - 0 43,0.0,-6.56,-1.321,0.0,target,endgame,val
4r1k1/5p1p/2pP2p1/4P3/2Bn1P2/p5PP/1r1N1R2/3K4 b - - 1 29,-1.56,-4.99,-1.973,0.0,target,endgame,train
4N3/4k3/p2p1b1Q/q1pPp3/2P2r1P/1P3P2/PK6/6RR b - - 8 39,0.54,0.0,6.899,0.54,crowded_safe,midgame,train
rnb4r/ppk3bp/5pp1/P1Pnp3/2N3P1/2P1B2P/2P1PP2/R3KB1R b KQ - 4 15,1.26,-3.73,-0.02,1.26,working,midgame,train
8/8/4K1pp/8/6k1/6P1/7P/8 b - - 5 44,0.0,-5.19,0.2,0.0,calm,adveg,train
1k1r4/6pp/2Q2p2/2p5/3Pn3/4P3/P4PPP/6K1 w - - 3 32,8.715,6.84,10.999,0.0,target,endgame,val
8/2p5/2P5/6Rp/1n1k1p2/7P/4pKP1/3rR3 b - - 3 45,0.0,-9.96,-0.119,0.0,calm,endgame,val
b6k/6pp/8/4p3/q1Pp1nPP/PN3P2/1P1Q4/4K3 b - - 0 47,-4.23,-8.93,-7.448,0.0,target,endgame,train
2r3k1/pp2ppbp/q5p1/P1PrPb2/1P4P1/R1Q1PN1P/8/2K3R1 b - - 0 25,-2.22,-5.77,-7.48,-2.7,working,midgame,train
r1b1r1k1/pppq1pp1/nn3b1p/8/5P2/P1NP1N2/1PQBP1BP/1R1K3R w - - 7 15,0.0,0.62,-0.058,0.0,target,opening,val
8/8/3k4/p2p1p1p/P2BpK2/7P/5P2/8 w - - 2 45,0.0,6.92,2.501,0.0,calm,adveg,train
6k1/p2p1pp1/P3b3/6p1/6rP/1p6/5K2/3R2N1 w - - 0 41,-1.92,-5.62,-8.462,0.0,target,endgame,train
5rk1/p4pp1/3p3p/qppPb3/4P1r1/PP1R2P1/4P1B1/2QK1N2 b - - 1 29,-1.36,-4.99,-5.708,-1.62,working,midgame,train
r2k1b2/4p3/np2qn2/pNpp1N1p/3P1B2/2P5/PP4PP/R2Q1RK1 w - - 5 21,1.53,6.52,7.68,0.0,target,opening,train
r4rk1/pQ2bpp1/2np3p/q2np2P/2P1P1b1/p2PB3/3N1PP1/R3KB1R w KQ - 0 17,-1.52,-4.79,-4.381,-1.26,working,opening,val
2r5/N1P2pkp/6p1/3B4/P1R4P/3KP1P1/1r6/8 b - - 6 37,0.0,6.69,8.922,0.0,target,endgame,train
1k1r2n1/1pp3Qp/1b2p1p1/8/2P5/3r1B1P/R4PP1/1R4K1 w - - 0 34,3.24,8.94,11.889,3.24,calm,midgame,train
8/5p2/pp2nP2/4k3/2P1B3/P3KP2/8/8 w - - 7 39,0.0,0.0,2.255,0.0,crowded_safe,adveg,val
8/3PK1R1/1pk1p3/8/3rN3/8/P7/8 w - - 5 54,0.0,7.79,8.572,0.0,target,endgame,train
r1b2rk1/ppp1qppp/2n5/3p4/3P4/2PBPN2/P1PQ2PP/2KR3R w - - 0 12,0.0,-0.45,0.35,0.0,target,opening,train
r2q1rk1/1Bp1bppp/pp2p3/4P3/1n6/1QN1P3/PP3PPP/R1B1K2R b KQ - 0 13,-1.44,0.18,3.664,-1.44,working,opening,train
r2qkb1r/1p1n1p2/2p1pnpp/p4b2/2NP1B2/3B1N1P/PPP2PP1/R2QR1K1 b kq - 2 12,1.2,1.41,1.287,0.0,target,opening,val
8/8/p1k5/P2pK3/1P6/2P5/8/8 b - - 4 65,0.42,7.71,2.564,0.0,calm,adveg,val
8/8/pp1k1p2/5P2/2P5/PnK2B2/8/8 b - - 6 46,0.0,0.0,0.679,0.0,crowded_safe,adveg,train
2k5/2n5/3R4/P3K3/1P6/8/8/8 b - - 0 74,1.575,7.95,10.409,0.0,target,adveg,val
3qk1r1/1Q3ppp/3Pb3/8/3Rp3/2P5/PK2BP1P/4R3 b - - 2 28,3.7,7.46,12.591,3.96,working,midgame,val
2kr3r/ppq1ppb1/2ppnnpp/P7/1PPP4/2NBP2P/5PP1/R1BQ1RK1 w - - 0 15,1.581,3.69,0.557,0.0,target,opening,train
rnbqk2r/4ppbp/1n1p2p1/1p1P4/1Q1N4/N1P3P1/P3PPBP/R1B1R1K1 b kq - 0 15,1.21,2.17,2.367,0.0,target,opening,val
8/8/2p2k2/p4n2/1p3Q1P/5b2/PP6/K7 w - - 0 49,7.009,6.59,9.358,0.0,target,endgame,train
6k1/5p2/2pp2p1/P5r1/2B1P3/3P4/8/4nN1K b - - 3 39,-3.72,-99.0,-5.8,0.0,target,endgame,val
r4rk1/3p3p/pp1Pp1p1/2p5/1n2b2q/RPN1P3/3QB3/2KR4 b - - 3 33,-1.177,-5.83,-5.902,0.0,target,opening,train
8/8/2p1kp2/4p1p1/2NpP1P1/3K4/2P5/8 w - - 8 74,0.0,5.12,0.462,0.0,calm,adveg,val
5k2/7R/8/4bPP1/7P/p2K4/P4P2/8 w - - 5 45,1.4,8.57,12.023,0.0,target,adveg,train
8/5pk1/2p3p1/2RpP2p/Pr1n4/1P2KP2/6PP/1R6 b - - 1 36,0.0,3.93,4.144,0.0,target,endgame,train
8/6r1/1p6/4k3/2P5/8/5K2/8 b - - 7 103,-3.375,-99.0,-10.281,0.0,target,adveg,val
8/8/pB4k1/P3K1p1/5pp1/5b2/5P1P/8 w - - 0 58,0.0,0.0,-4.103,0.0,crowded_safe,adveg,val
8/5k2/p3pp1p/P2p2p1/2rP1P2/2P3Pq/1p1B1K2/1N4R1 b - - 1 43,-1.67,-7.24,-12.072,0.0,target,endgame,train
1n1q1k1r/rBpp2p1/pp2p1Q1/4P1pp/2P5/P1P3P1/4PP1P/R4RK1 w - - 0 16,2.805,5.35,2.745,1.8,working,midgame,train
