tag,ply,pieces,our_pawns,sf_pawns,gap_pawns,our_depth,fen
placement_bundle,45,22,0.913,-2.120,3.033,9,2rr2k1/pp3q1p/2n1n3/4N1p1/3pN2P/1Q6/PPP2P2/2KRR3 b - - 0 23
placement_bundle,27,28,0.551,-2.480,3.031,10,3qkbnr/ppr2p2/2np2p1/1Q2p3/4P3/2N1B2p/PPP1NPPP/R4RK1 b k - 1 14
placement_bundle,27,27,1.391,-1.640,3.031,9,rnb2rk1/1pp3p1/p2b1q1p/3P4/3PpN2/2P5/PP2Q1PP/RNB2RK1 b - - 1 14
placement_bundle,27,29,1.091,-1.940,3.031,12,r1bq1rk1/2p2pbp/2Qp2p1/4pnN1/p1P5/P2P2P1/1P2PPBP/R1B1K2R b KQ - 0 14
placement_bundle,80,23,-0.540,2.490,-3.030,9,2r1k3/1p5r/p1np2q1/2PB2bb/P3P2p/1QBN3P/1P3RP1/7K w - - 1 41
placement_bundle,46,22,-1.340,1.690,-3.030,9,r3k1r1/2q1pp2/2pp1n2/pP5p/2PPPN2/8/4QPp1/RR4K1 w q - 2 24
placement_bundle,35,30,0.828,-2.200,3.028,9,r3k1r1/1p3pb1/1qb1pn1p/3pB1p1/pn1P3P/2N1QNP1/PP2PPB1/1K1R3R b q - 0 18
placement_bundle,84,16,-2.218,0.810,-3.028,13,1n2r1k1/1R5p/2p2pp1/1r2pP2/6P1/4N2P/R4K2/8 w - - 12 43
ship_standard,46,22,-1.104,1.920,-3.024,12,1r2r1k1/p1pn1pbp/8/2pNpb2/8/P3B3/1PPRB2P/2K3R1 w - - 1 24
placement_bundle,61,17,0.770,-2.250,3.020,12,1k6/2p4p/p2r2p1/2N2p2/5P2/P4BP1/1P5P/4r1BK b - - 0 31
placement_bundle,33,25,1.789,-1.230,3.019,11,r4rk1/2p1qppp/p1p5/4P3/Pb1NP1bP/6P1/1PQ2P2/R1B2K1R b - - 4 17
placement_bundle,59,22,1.189,-1.830,3.019,10,5nk1/2r1qppp/1p1b4/1B6/3P1P2/5QP1/Pp1r1B1P/1R3RK1 b - - 7 30
placement_bundle,41,20,0.977,-2.040,3.017,11,1rb4r/2q2p1B/p3pk2/R2p3Q/3P4/2P1P3/1P3PP1/1N2K3 b - - 0 21
placement_bundle,34,27,-0.643,2.370,-3.013,10,1k1rr3/p4ppp/Ppn1pn2/1N3q1b/2Pp4/1Q3N1P/1P2BPP1/2R1R1K1 w - - 0 18
placement_bundle,48,19,0.629,-2.380,3.009,11,r3r1k1/6pp/2Q5/pp2q1N1/4P2P/8/PPP3P1/1K3R1n w - - 2 25
hlmr_more1_lightning,58,18,0.805,-2.200,3.005,11,2r5/4ppk1/3p1np1/1Q1P3p/P7/1P3P2/5KPP/r4N2 w - - 1 30
away_lightning,34,26,-0.673,2.330,-3.003,9,r1br2k1/pp1q1p1p/6pb/1p1PP3/1B4n1/1Q1B4/PP3PPP/3R1RK1 w - - 0 18
placement_bundle,15,30,1.282,-1.720,3.002,12,r1bq3r/pppnbkpp/3p1n2/4p1N1/4P3/P1N4P/1PPP1PP1/R1BQK2R b KQ - 1 8
placement_bundle,25,27,1.522,-1.480,3.002,10,rn2k2r/pp1b1pp1/1b1qN3/7p/1PB1P1n1/P1N1B1P1/5P1P/R2Q1RK1 b kq - 0 13
placement_bundle,35,29,1.112,-1.890,3.002,9,r3k2r/2qnppb1/2p4p/1p1n4/p1PPN1bP/P2BBNP1/1P2QP2/2KR3R b kq - 0 18
timed_probe,21,28,0.752,-2.250,3.002,10,rn2k2r/pp3ppp/2pbpn2/6q1/P2P4/2NBP3/1P3PPP/R1BQ1RK1 b kq - 3 11
placement_bundle,31,29,1.387,-1.610,2.997,9,r1b2rk1/1q1pppbp/2n2np1/p2P4/1P4P1/P1N1BN1P/4PP2/R2QKB1R b KQ - 2 16
ship_lightning,87,20,0.646,-2.350,2.996,11,1R6/4r1kr/p3q1p1/P1Q1Pb1p/3P1Pn1/6P1/2P1R2P/6K1 b - - 0 44
placement_bundle,51,22,0.865,-2.130,2.995,10,r3k1r1/1p2b2p/pq2Nnb1/3P4/8/P1B1P3/1P3P1P/2RQR2K b q - 2 26
stack_lightning,74,19,-0.781,2.210,-2.991,12,8/1p3kb1/1Pp1n1p1/p2pP2p/P2P4/1P2r3/3N3P/4R2K w - - 0 38
placement_bundle,24,32,1.150,-1.840,2.990,11,r1bq1rk1/1pp2pbp/2np2p1/1Q2pnN1/pNP5/P2P2P1/1P2PPBP/R1B1K2R w KQ - 4 13
placement_bundle,54,25,-1.529,1.460,-2.989,8,2r1kr2/pp2b2p/3pb2n/2q2pp1/4P3/P1N4P/1PQN2PB/R2R3K w - - 2 28
placement_bundle,83,15,0.548,-2.440,2.988,12,7r/p6r/1p1k4/6R1/P1pP2p1/2P3P1/6KP/6B1 b - - 1 42
placement_bundle,92,23,-0.527,2.460,-2.987,10,1r3kr1/5p1p/p1q1p1pP/2pp2N1/3PnR2/Q1P1P1P1/5P2/4N1K1 w - - 8 47
placement_bundle,48,23,-0.804,2.180,-2.984,9,3rr1k1/1p3pp1/2Pp3p/p1n1p3/2P1P1QN/1q6/5PPP/3RR1K1 w - - 0 25
placement_bundle,36,23,0.730,-2.250,2.980,11,r1b1r1k1/p1b2ppp/p4q2/8/1P5P/P2BP3/2QP1PP1/R3K2R w KQ - 0 19
placement_bundle,31,27,1.025,-1.950,2.975,9,r1b1k2r/p4pp1/1pP1p2p/2b1Nn2/2Pq1B2/P2p2P1/R5BP/1N1Q1K1R b kq - 3 16
placement_bundle,61,22,1.169,-1.800,2.969,9,5nk1/2r2ppp/1pBbq3/8/3P1P2/5QP1/Pp1r1B1P/1R3RK1 b - - 9 31
away_blitz,46,26,-2.058,0.910,-2.968,9,2b2r2/rp4kp/p1n1ppp1/2qp3n/2P3N1/2BQ2P1/4PPBP/R4RK1 w - - 0 24
placement_bundle,32,26,-1.058,1.910,-2.968,11,r3k2r/1ppb1ppp/1p1p4/8/PBP1Pp2/1P1P4/4BnPP/R2K2NR w kq - 1 17
placement_bundle,40,28,-0.628,2.340,-2.968,8,r3k2r/pp2ppb1/b2q2p1/P1p3Np/Rn3P2/1PN4P/2PQPPB1/3R2K1 w kq - 3 21
placement_bundle,51,24,1.118,-1.850,2.968,12,3rqknr/1pp5/p1n2p2/4p3/P1N4B/1P1Q2P1/4PPBP/3RK2R b - - 0 26
placement_bundle,44,25,0.777,-2.190,2.967,10,r3r1k1/1b3p1p/p5p1/PpPp4/1B3Pnq/1PQBP3/6PP/4RRK1 w - - 5 23
placement_bundle,62,19,1.725,-1.240,2.965,11,q7/N2nppk1/5bp1/Q2r4/3p2Rp/1P6/P2B3P/5RK1 w - - 0 32
placement_bundle,83,21,1.685,-1.280,2.965,12,3B1b2/8/4k1p1/p1r1pp1p/2R2P1P/P2PP1P1/1r2n1BK/7R b - - 1 42
placement_bundle,23,31,0.984,-1.980,2.964,12,r1bBkbnr/p3ppp1/2np4/1ppN3p/Q1P5/3PPPPB/PP5P/R3K1NR b KQkq - 0 12
placement_bundle,48,18,-1.459,1.500,-2.959,9,5rk1/pp3p2/1qp3p1/3r1P2/P1B5/6R1/1PP1N3/1K5R w - - 3 25
placement_bundle,52,23,-0.568,2.390,-2.958,11,r1br2k1/1p3p1p/p2Nq1p1/2P1Q3/3p4/3n1B2/PP3PP1/R3R1K1 w - - 1 27
placement_bundle,36,21,-0.557,2.400,-2.957,11,r1b3k1/pp3ppp/2p5/8/3Nr3/6QP/qPP2PP1/3R1RK1 w - - 0 19
ship_lightning,101,19,0.526,-2.430,2.956,10,r7/2r1q1k1/1R2P1pn/P2Q1b1p/3P1P2/6PP/2P1R3/6K1 b - - 2 51
ship_lightning,99,19,0.734,-2.220,2.954,10,r7/2r2qk1/1R1QP1pn/P4b1p/3P1P2/6PP/2P1R3/6K1 b - - 0 50
jun6_blitz,15,31,1.172,-1.780,2.952,12,rnbq1rk1/pp2ppbp/3p2p1/2P5/2P1P1n1/2NBBN2/PP3PPP/R2QK2R b KQ - 0 8
placement_bundle,54,30,-0.542,2.410,-2.952,8,2r2rk1/3nq1b1/ppbp1p1p/2p1pBp1/1PP1P2P/PQNPBNP1/5P2/4K2R w K - 0 28
jun6_blitz,26,28,-1.401,1.550,-2.951,10,r1b1kb1r/1q3ppp/p3pn2/1p2P3/2p2P2/1BN1B3/PPP3PP/R2QK2R w KQkq - 1 14
placement_bundle,27,25,1.465,-1.480,2.945,11,rn2k2r/pp1b1pN1/1b6/7p/1PB1P1n1/P1N1B1P1/5P1P/R2q1RK1 b kq - 0 14
jun6_standard,17,30,1.130,-1.810,2.940,12,r1bq1rk1/pp2ppbp/2n2np1/2p5/2P1PB2/2NB1N2/PP2QPPP/R3K2R b KQ - 3 9
stack_blitz,57,18,1.248,-1.690,2.938,13,4kb2/p1p5/2b1P1pp/8/2n2B2/2PQ4/q4PPP/3B2K1 b - - 2 29
placement_bundle,16,32,-0.987,1.950,-2.937,10,rn2kb1r/1b1ppp1p/1q3np1/pppP4/2P1P3/5PP1/PP3K1P/RNB1QBNR w kq - 0 9
hlmr_more1_lightning,66,21,-0.894,2.040,-2.934,9,5rk1/p7/3pqbpp/P2pp1r1/4P3/R1Q2NPP/2P4K/4R3 w - - 2 34
placement_bundle,90,23,-1.881,1.050,-2.931,11,1r3kr1/5p1p/p1q1pnpP/2pp2N1/3P3R/Q1P1P1P1/5P2/4N1K1 w - - 6 46
placement_bundle,69,20,0.861,-2.070,2.931,11,4n3/4kppQ/1pb1p3/1q2P3/2p2P2/2P5/6PP/rBBR1K2 b - - 14 35
placement_bundle,56,18,-1.768,1.160,-2.928,13,r5k1/p1R2p2/6p1/1pp1P2p/2p1b3/P3P3/P4P2/2K3R1 w - - 0 29
placement_bundle,17,31,0.826,-2.100,2.926,10,r1b1k2r/pp2ppbp/Bqpp2p1/4P2n/P2P1B1P/2N5/1PPQ1PP1/R3K1NR b KQkq - 0 9
placement_bundle,36,26,-0.565,2.360,-2.925,9,r3r1k1/2qpn2p/bp2p1p1/p1n5/2P1P1QP/P1N3N1/1PB2P2/2KR3R w - - 1 19
placement_bundle,46,23,-1.014,1.910,-2.924,11,5k1r/Np1b1ppp/pq5b/3P4/1Pp3n1/5N2/P3QP1P/R4RK1 w - - 3 24
hlmr_more1_lightning,22,26,-1.069,1.850,-2.919,11,r3k2r/p1p2ppp/2P5/2b1pb2/2P1N1n1/2P5/PP3PPP/RNBK3R w kq - 3 12
hlmr_more1_lightning,74,16,0.639,-2.280,2.919,12,1r1k4/8/3pb3/3N4/4P2p/pP3r2/P2bBP2/1K3R2 w - - 0 38
placement_bundle,26,26,1.300,-1.610,2.910,11,rn2k2r/pp1b1pp1/1b2N3/7p/1PB1P1n1/P1N1B1P1/5P1P/R2q1RK1 w kq - 0 14
hlmr_more1_lightning,48,18,-0.587,2.320,-2.907,10,6k1/ppp2r2/3pq1p1/4p1Q1/2n1P3/2P4P/P6K/3R1R2 w - - 2 25
placement_bundle,29,25,1.325,-1.580,2.905,11,r1b2r1k/1pp3pp/2n5/p2B1pq1/P3P3/2P2Q2/1P3PPP/R4KNR b - - 2 15
placement_bundle,19,32,1.575,-1.330,2.905,10,r1bq1rk1/pp1n2bp/P2p1np1/2p1pp2/2PP4/1QN1P1P1/1P3PBP/R1B1K1NR b KQ - 0 10
placement_bundle,34,25,-0.545,2.360,-2.905,10,2b2r1k/1p1n2bp/1p1N2p1/2p2pB1/2P3n1/6P1/rP2NPBP/1R2K2R w K - 3 18
placement_bundle,52,27,-0.565,2.340,-2.905,10,r1bqk2r/5p2/pp2p1p1/3nb2p/P2pN2R/1P1P2PP/3BQPB1/2R3K1 w kq - 3 27
nmp_lightning,34,25,-1.244,1.660,-2.904,9,r2qr1k1/pp4pp/4bp2/2Q1p3/6n1/5NP1/nP1NPPBP/R4RK1 w - - 1 18
placement_bundle,67,17,1.053,-1.850,2.903,13,1k6/2p5/p2r2p1/2N2p1p/1P3P2/P5PP/4B3/5rBK b - - 2 34
placement_bundle,39,27,1.949,-0.950,2.899,9,1brr3k/p4p2/2n1bq1p/1pP1p1pP/8/P2BPN2/1BQP1PP1/R3K2R b KQ - 3 20
hlmr_more1_lightning,67,17,0.727,-2.170,2.897,10,4r2k/1p4qp/5n2/pP3p2/3P3B/P4QPB/7P/6K1 b - - 0 34
hlmr_more1_lightning,72,17,1.146,-1.750,2.896,12,3rnk2/R4p2/4p3/1P2P1p1/1PPN4/7r/4B2P/2K2n2 w - - 0 37
placement_bundle,55,18,1.185,-1.710,2.895,12,2r2r1k/p7/1p1nR1np/5p2/PP6/1B3P2/5P1P/5RK1 b - - 0 28
placement_bundle,28,27,-1.994,0.900,-2.894,10,rn2k2r/pp1b1p2/1q2p1pp/2b1P3/2B5/5NnP/P2N1PP1/R1BQR1K1 w kq - 2 15
placement_bundle,55,17,0.780,-2.110,2.890,15,1k5r/1Bp3pp/p2r4/2N2p2/5P2/P3B3/1P4PP/7K b - - 0 28
placement_bundle,37,24,2.089,-0.800,2.889,11,3qr1k1/1p1b1p1p/1n1N1np1/4p3/1pP1P3/3P1N2/2Q1BPPP/R5K1 b - - 0 19
hlmr_more1_lightning,57,18,0.837,-2.050,2.887,10,r7/4ppk1/3p1np1/1Q1P3p/P7/1P3P2/5KPP/r4N2 b - - 0 29
placement_bundle,64,24,0.766,-2.120,2.886,10,2kr2r1/5Qb1/ppq5/2p1pp1p/5NbP/2P1B1P1/PP3P2/R3K1R1 w Q - 2 33
placement_bundle,49,25,1.006,-1.880,2.886,12,3rqknr/1pp5/p1n2p2/3Bp3/P1N4B/1P1Q2Pb/4PP1P/3RK2R b - - 3 25
hlmr_more1_lightning,55,18,1.015,-1.870,2.885,10,7r/4ppk1/3p1np1/1Q1P3p/P7/5P2/1P3KPP/r4N2 b - - 5 28
placement_bundle,50,25,1.195,-1.690,2.885,11,3rqknr/1pp5/p1n2p2/3Bp3/P1N4B/1P1Q2P1/4PPbP/3RK2R w - - 4 26
placement_bundle,85,20,0.565,-2.320,2.885,10,7r/4kp2/1p1p1b2/2qP1Ppp/Q1P1r3/2R5/6PP/1B1R3K b - - 5 43
placement_bundle,61,24,0.634,-2.250,2.884,9,1nk3r1/8/1ppp4/p1qPrb2/2P2Np1/2QB2Pp/PR3P1P/6KR b - - 3 31
placement_bundle,60,23,-0.873,2.010,-2.883,10,1r2kb2/p2q1p2/2Rppnrp/1P1p4/Q2B2PR/P3NP2/5P2/4K3 w - - 3 31
hlmr_more1_lightning,69,17,0.501,-2.380,2.881,10,4r2k/1p4qp/8/pP3p2/3Pn2B/P5PB/7P/3Q2K1 b - - 2 35
placement_bundle,33,26,1.180,-1.700,2.880,10,r3kb1r/1b1q1ppp/p3pN2/1p6/3N1P2/1PPBp2P/P5P1/R2Q1RK1 b kq - 0 17
placement_bundle,57,24,-1.890,0.990,-2.880,13,3rr1k1/p2q1ppp/P4nn1/1Pp3B1/2Pp4/3P1BP1/2Q2P2/4RK1R b - - 0 29
placement_bundle,34,28,-0.529,2.350,-2.879,9,r3k2r/1b3ppp/ppnbpn2/2q5/P7/2N1PN1P/1P1BQPP1/RB1R2K1 w kq - 4 18
placement_bundle,48,22,-1.147,1.730,-2.877,9,r4kr1/2q1pp2/2pp1n2/pP5p/2PPPN2/5Q2/5Pp1/RR4K1 w - - 4 25
placement_bundle,21,32,0.607,-2.270,2.877,11,r1bqkb1r/1p5p/nnppppp1/p7/P2P1B2/2P1PNP1/1P1NBP1P/R2QK1R1 b Qkq - 1 11
away_lightning,107,14,1.426,-1.450,2.876,13,8/1pR5/5kpp/1P1p2r1/P3p3/1P4P1/7P/6K1 b - - 0 54
placement_bundle,24,29,-0.786,2.090,-2.876,9,r2qkb1r/1p1b1p1p/3p2p1/pNp5/QnP1nB2/8/PP2BPPP/RN3RK1 w kq - 0 13
placement_bundle,50,23,-1.646,1.230,-2.876,9,2r1k1r1/pp2pp2/3pb2p/1P5Q/1qP1NP2/4P3/1b1RB1P1/5RK1 w - - 4 26
placement_bundle,70,18,-2.036,0.840,-2.876,11,2q1k3/Q4p2/2Pbp3/3p2p1/1r2n3/4P2P/P1R3P1/2R3K1 w - - 6 36
placement_bundle,63,18,1.185,-1.690,2.875,9,2r2k2/pR4p1/4r3/5P1p/2P4P/q2p1BP1/2bQ4/5K1R b - - 0 32
away_lightning,19,32,1.543,-1.330,2.873,10,r1bq1r1k/ppp1p1bp/2np2p1/3P1p2/2Q1P1n1/2N1BN2/PPP1BPPP/R4RK1 b - - 0 10
jun6_blitz,16,30,1.033,-1.840,2.873,11,rnbq1rk1/pp2ppbp/3p2p1/2P5/2P1P3/2NBnN2/PP3PPP/R2QK2R w KQ - 0 9
placement_bundle,62,19,-1.303,1.570,-2.873,11,rk1r4/1p1b3R/p2p2N1/b2B1p2/2P3pP/1P5P/8/3R2K1 w - - 1 32
placement_bundle,48,25,-1.382,1.490,-2.872,11,4rk1r/p4pp1/1p1bq3/2p3B1/2PpnP1p/P2P3P/1Q2B1P1/1R1R2K1 w - - 0 25
placement_bundle,62,20,-1.210,1.660,-2.870,10,2k2b2/5pr1/3p4/p2BnPpp/r1p5/2B4P/P5P1/2R2RK1 w - - 2 32
stack_lightning,30,23,-0.825,2.040,-2.865,9,r2q1rkb/p3pp1p/1p2b1p1/8/Q3PB2/8/P3BPPP/1R3RK1 w - - 2 16
placement_bundle,49,24,1.774,-1.090,2.864,9,5rk1/p1b2qpp/1p2n2P/1Np1p3/2P2P2/3Pn1PQ/PB6/1R2K2R b K - 0 25
away_lightning,19,32,1.543,-1.320,2.863,8,r1bq1r1k/ppp1p1bp/2np2p1/3P1p2/2Q1P1n1/2N1BN2/PPP1BPPP/R4RK1 b - - 0 10
placement_bundle,68,16,1.842,-1.020,2.862,14,4b2k/8/5q1p/4Npp1/2BP4/2P3P1/Pr6/3RR1K1 w - - 0 35
placement_bundle,66,23,-1.292,1.570,-2.862,9,1r2k3/p3bp2/2Rpqnrp/1P1pp3/P5PR/4NP2/2Q2P2/B3K3 w - - 2 34
placement_bundle,38,23,-1.631,1.230,-2.861,11,2r1k2r/1q1p1p1p/p3pnp1/2p4P/2P1P2N/1PN5/P3Q3/R1B2K2 w k - 0 20
placement_bundle,64,15,-1.317,1.540,-2.857,11,2bqk3/5p2/p3p3/2RPQ3/3P4/4P1P1/4KP2/7r w - - 0 33
placement_bundle,28,28,-0.656,2.200,-2.856,11,r1b1k1nr/3N1pb1/p1Ppp1pp/8/Pq2P3/2pQB3/2P2PPP/R3KB1R w KQkq - 2 15
placement_bundle,32,27,1.125,-1.730,2.855,10,r1bqr1k1/ppb2ppp/n4n2/2N5/1P5P/P2BP3/1BQP1PP1/R3K2R w KQ - 3 17
placement_bundle,22,28,-1.833,1.020,-2.853,9,rnb1kb1r/4qppp/p4n2/3P4/1pp5/2N1B3/PPB2PPP/R2QK1NR w KQkq - 0 12
placement_bundle,42,26,-0.672,2.180,-2.852,11,4k2r/2pp1p2/q1r1p3/3pP3/pPbP2p1/b1PNB3/P2Q1KPP/1R1R4 w k - 0 22
placement_bundle,50,20,-1.056,1.790,-2.846,11,3r2k1/p4pbp/1p4p1/4n3/2P3P1/P1P2b1P/5P1Q/2K2BR1 w - - 3 26
placement_bundle,64,15,-0.696,2.150,-2.846,12,8/4bpkp/r1p2N2/p7/r7/3P1RPP/8/5R1K w - - 0 33
placement_bundle,63,19,0.665,-2.180,2.845,10,k7/pp2qr2/2pp3r/6N1/2P3pP/1QB1P3/P4P2/4K2R b - - 1 32
placement_bundle,65,20,1.784,-1.060,2.844,12,4nk1Q/5pp1/1pb1p3/2q1P3/2pR1P2/2P5/6PP/rBB2K2 b - - 10 33
placement_bundle,19,31,1.214,-1.630,2.844,11,rnb1kb1r/1pq2p1p/p1pP1np1/8/1PN1p3/2PB1N1P/P2P1PP1/R1BQK2R b KQkq - 0 10
placement_bundle,68,22,-0.874,1.970,-2.844,13,rk6/2p1b1n1/3p2p1/pB1Pp1Pp/P3Pr1P/1P2KNR1/3N4/8 w - - 7 35
hlmr_more1_lightning,56,22,-0.842,2.000,-2.842,11,r2r2k1/1p3p2/2p3pp/p1Qn4/3BP1qP/4P1P1/PP6/2RRK3 w - - 1 29
placement_bundle,61,22,1.232,-1.610,2.842,10,4k2r/r1p1npp1/1b6/4PnP1/pP6/B1p2N2/p3NP2/R2R2K1 b - - 1 31
ship_lightning,85,21,0.562,-2.280,2.842,10,1R3k2/4r2r/p3q1p1/P1Q1Pb1p/3n1Pn1/2P3P1/2P1R2P/6K1 b - - 1 43
placement_bundle,91,14,1.040,-1.800,2.840,14,8/3Bn1k1/7p/4N1pP/1p6/1P2PPPK/r7/8 b - - 2 46
placement_bundle,79,14,-0.749,2.090,-2.839,12,8/5R2/1p3p1k/p3bK1P/2p4P/P5r1/1PR5/8 b - - 1 40
placement_bundle,48,24,2.028,-0.810,2.838,9,5rk1/p1b2qpp/1p2n3/1Np1p2P/2P2P2/3Pn1PQ/PB6/1R2K2R w K - 0 25
placement_bundle,15,31,0.767,-2.070,2.837,12,r1bq1rk1/pp1nppbp/5np1/1QPp4/5B2/P1P5/1P1NPPPP/R3KBNR b KQ - 4 8
placement_bundle,55,22,0.886,-1.950,2.836,10,6k1/2rnqppp/Bp1b4/8/3P1P2/6P1/Pp2rBQP/1R3RK1 b - - 3 28
placement_bundle,20,29,-0.865,1.970,-2.835,11,rnbqk2r/pp3p2/2p1pn1p/6p1/2PPp3/P1B1Q3/1P3PPP/R3KBNR w KQkq - 0 11
placement_bundle,72,15,-0.815,2.020,-2.835,10,2n2r2/p2R3p/1p4k1/1R1N1p2/4r2P/6P1/5PK1/8 w - - 1 37
hlmr_more1_lightning,64,22,-1.004,1.830,-2.834,11,3Qb2k/1p1r1q1p/3p2p1/p2Pp3/P2n4/2PBP1P1/1P5P/5RK1 w - - 1 33
placement_bundle,32,29,-1.292,1.540,-2.832,10,r2q1k1r/p4pbp/1p1Pb1p1/1Np1n3/1n2P2P/N3Q3/PP3PP1/R1B1KB1R w KQ - 3 17
placement_bundle,28,27,0.630,-2.200,2.830,10,r1bqk2r/p4pp1/1pP1p2p/2b1Nn2/2P2B2/P2p2P1/6BP/RN1Q2KR w kq - 0 15
hlmr_more1_blitz,47,23,0.597,-2.230,2.827,9,5rk1/p3q2p/3rbp2/b1p2p2/3P1Q2/3B1P2/PP3BPP/R1K4R b - - 1 24
placement_bundle,40,23,-1.503,1.320,-2.823,11,1qr1k2r/3p1p1p/p3pnpP/2p5/2P1P2N/1PN5/P3Q3/R1B2K2 w k - 1 21
placement_bundle,20,30,-1.422,1.400,-2.822,9,r3k2r/pbqp1ppp/1p1bpn2/3Pn1B1/2P5/P1N2N2/1P3PPP/R2QKB1R w KQkq - 3 11
placement_bundle,26,30,0.831,-1.990,2.821,12,r1bq1rk1/2p2pbp/2pp2p1/1Q2pnN1/p1P5/P2P2P1/1P2PPBP/R1B1K2R w KQ - 0 14
placement_bundle,38,28,-0.639,2.180,-2.819,10,1k1r1b1r/p5pp/1np3qP/Q1pbpp2/4N3/P2PB1P1/1P1NPP2/2R1K2R w K - 3 20
placement_bundle,35,28,0.866,-1.950,2.816,11,r1b2rk1/1q1pppbp/2n3p1/p2Pn3/1P6/P1N2N1P/3BPPB1/R2QK2R b KQ - 3 18
placement_bundle,57,20,1.965,-0.850,2.815,10,3N1bn1/q2B2p1/1k5r/4p2p/p7/6P1/PP1RPP1P/2R3K1 b - - 1 29
placement_bundle,16,31,-1.474,1.340,-2.814,10,rnbqk2r/pp3pp1/2p1pn1p/b5Q1/2PPp3/P1N5/1P1B1PPP/R3KBNR w KQkq - 0 9
placement_bundle,26,27,-1.334,1.480,-2.814,10,rn1qk2r/4bppp/p1p1b3/1p6/4N3/3nBB2/PP2QPPP/R4KNR w kq - 2 14
placement_bundle,32,28,-1.103,1.710,-2.813,10,r3k2r/p4pb1/1pbppn2/3q3p/3P1Bp1/P1Q5/1P1NPPPP/3RKB1R w Kkq - 0 17
placement_bundle,36,29,1.072,-1.740,2.812,9,2rqrk2/3b1pp1/pp2pn1p/2pPb3/1P5B/P1NP1BP1/2PQ1P1P/RR4K1 w - - 1 19
ship_blitz,15,32,0.902,-1.910,2.812,10,rnbq1rk1/pp1nbppp/4p3/2ppP2Q/3P4/2NBB3/PPP2PPP/R3K1NR b KQ - 1 8
placement_bundle,17,30,1.499,-1.310,2.809,10,r2qkb1r/1b1npppp/p2p1n2/1p6/3QP3/2N1BN2/PPP1BPPP/2KR3R b kq - 4 9
placement_bundle,41,26,1.416,-1.390,2.806,11,2kr1n2/ppq5/2p3p1/3pNb1r/3Pn2P/PP2P3/1B3PBP/2RQR1K1 b - - 0 21
placement_bundle,53,21,0.886,-1.920,2.806,11,2r1k2r/pp5b/4Nn1p/1P2p1pP/4P3/P1P2P2/6B1/3RK2R b Kk - 2 27
placement_bundle,72,22,-0.784,2.020,-2.804,13,1k6/r1p1b1n1/3p2p1/pB1Pp1Pp/P3Pr1P/1P2KNR1/3N4/8 w - - 11 37
placement_bundle,36,28,-1.392,1.410,-2.802,8,r1b1r1k1/1pn1b1pp/1q5P/3p1p2/p2Pn3/P2BQN2/1P1N1PP1/R1B2K1R w - - 3 19
jun6_blitz,19,28,0.738,-2.060,2.798,10,rnbq1rk1/pp2ppbp/6p1/2p5/2P1P3/2NBPN2/PP2Q1PP/R3K2R b KQ - 1 10
hlmr_more1_lightning,49,28,0.516,-2.280,2.796,9,2r1n1r1/pp1bQp1k/3p2p1/n1pP3p/2P4N/1P3BPP/P2qPP2/R4K1R b - - 2 25
stack_lightning,48,22,-0.595,2.200,-2.795,11,2kr3r/1p5p/3p2pb/p1n2p2/2B1p3/BP2PN2/1K4PP/4R1R1 w - - 0 25
hlmr_more1_lightning,22,28,-1.924,0.870,-2.794,9,r1bq1rk1/ppp1pp1p/6p1/n2N2N1/1P2p3/8/P1P1BPPP/b1BQ1RK1 w - - 0 12
hlmr_more1_lightning,49,22,0.623,-2.170,2.793,8,r7/1p4bB/2p2rk1/q4p2/Pp1Pp1b1/1Q2P1P1/1P3P2/2R1K2R b - - 3 25
nmp_lightning,19,32,1.543,-1.250,2.793,10,r1bq1r1k/ppp1p1bp/2np2p1/3P1p2/2Q1P1n1/2N1BN2/PPP1BPPP/R4RK1 b - - 0 10
placement_bundle,58,24,-0.553,2.240,-2.793,11,r2r2k1/7p/2Rpbpp1/Pp2p1q1/2n1P3/2BBP3/P4QPP/4R2K w - - 1 30
placement_bundle,54,28,-1.232,1.560,-2.792,11,1q1r2k1/pb3pp1/n1p2b2/2Pp1P2/1P1Np1P1/P1Q1P3/1B1KB2n/R2R1N1r w - - 3 28
hlmr_more1_lightning,62,20,0.690,-2.100,2.790,8,1r2r1k1/1p4qp/5n2/pP3p2/3P3B/P4pPB/2Q4P/4R1K1 w - - 0 32
placement_bundle,33,26,1.090,-1.700,2.790,8,rn2kb2/1p3pr1/3Pp3/2PqP1p1/1p2nP2/4B2Q/P3N1PP/RN3RK1 b q - 3 17
stack_blitz,91,14,0.850,-1.940,2.790,12,7k/pp1q3p/6p1/P3P3/1P1b4/3Q4/6NP/7K b - - 2 46
placement_bundle,17,31,1.067,-1.720,2.787,12,r1bq1rk1/ppp1bppp/7n/2n1P3/2Pp4/N4NP1/PPQPP1BP/R1B1K2R b KQ - 8 9
placement_bundle,31,26,0.541,-2.240,2.781,11,r4rk1/p3q1pp/b1pbpn2/2p5/P1P2B2/2N2NP1/1P2QP1P/R2R2K1 b - - 7 16
placement_bundle,45,25,1.891,-0.890,2.781,11,2r1k1r1/1p3pb1/1q2pn2/3PBp1p/3P3P/p4PP1/PP1NQ3/KR4R1 b - - 1 23
