fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
4k1r1/2r1Ppb1/n5pp/2p1N3/P1qP4/1N4P1/1P3P1P/2R1R1K1 w - - 0 29,42,0,near_equal,1.0,-3563,-144,5114,-7888,435,-133,-300,0,0,-200,-591
4k1nr/rp1bp3/p2p1pN1/7p/3NP3/3Pb3/P1R1BPPP/2R3K1 w k - 0 18,53,0,white_winning,1.0,-2659,320,-297,-1750,0,-195,-270,0,0,100,-247
r3k2r/6p1/p1p1Pp2/2p2R2/q1P3p1/P2P4/1B2Q1Pb/1R3K2 b kq - 3 25,32,0,near_equal,0.5,-2847,-30,-19,-2105,375,-536,-289,0,0,0,-273
2q2rk1/ppr2ppp/8/3pp3/b5P1/1N3Q2/3RB2P/4K2R b K - 0 24,26,0,black_winning,0.0,2424,-355,3821,-1325,-650,125,350,0,0,0,103
r1b1kb1r/ppq2pp1/3pp2p/2p5/P1P1PPn1/2NQB3/1PP1N1PP/R4RK1 b kq - 3 11,10,0,near_equal,1.0,-1026,51,-868,200,0,-58,-400,0,0,100,0
3qkb1r/1p2pp1p/pn3np1/3P4/2rQ1B2/2N2N2/PP3PPP/R3K2R w KQk - 2 16,10,0,near_equal,0.0,-739,-76,-339,0,0,0,-400,0,0,0,0
r4k1r/1p3pp1/p1nbb2p/3p3P/1p5R/2P1NNn1/1P2PPB1/R1B1K3 w Q - 0 20,42,0,near_equal,1.0,-237,-55,1884,-2250,0,-75,204,0,0,0,0
6RN/rpk1p3/p2p1p2/2b4B/4P3/3P4/P4PPP/6K1 w - - 1 23,90,1,white_winning,1.0,-7265,434,-5140,0,0,0,0,0,0,0,-1430
8/8/1p4r1/6k1/P1PP2P1/1P2NK2/7R/8 b - - 4 55,101,1,white_winning,1.0,-14508,713,-10607,0,420,0,0,0,0,0,-2871
2r5/3k4/p6p/3n3P/3b4/P7/R2B2r1/3K3R b - - 1 33,69,1,black_winning,0.0,5989,-526,5865,-1090,0,0,0,0,0,0,519
r7/5Npp/4p3/2N4k/1n2K3/4P2P/6r1/2B2R2 b - - 4 35,74,1,near_equal,0.5,-4228,-13,-1025,-1090,0,0,0,0,0,-200,-618
r3k2r/1b3pp1/1pnbpn1p/p2p4/1PPP4/P2BBN2/3N1PPP/R4K1R w kq - 0 16,42,0,near_equal,0.0,1195,-52,167,1000,0,75,-47,0,0,0,0
k6r/1p6/pQb5/5R2/1P1PP3/P3KP1B/7q/8 b - - 13 51,53,0,near_equal,0.5,-715,-55,-4091,3450,255,-629,-300,-183,783,0,0
1kr5/p3pb2/1p3bp1/2q2p1p/2r2P1P/2N5/PQ3P2/1NR1K1R1 w - - 2 29,21,0,black_winning,0.0,5150,-596,3654,0,0,512,350,0,0,100,534
8/q7/3Q1nk1/1pR5/p7/P4PPp/1P2K2P/8 w - - 13 47,69,1,white_winning,1.0,-10178,515,-6838,-1135,0,0,0,0,0,0,-1110
1Rb3k1/4nrp1/r1p1p2p/2P1B2P/4B2R/p4P2/P1PK2P1/8 w - - 4 29,64,0,white_winning,1.0,-2802,445,-1461,0,0,-538,-154,0,0,-300,-349
2k5/pp1b3p/2pp4/7P/2Pr4/1P3B2/P3KP2/1R6 w - - 0 33,96,1,near_equal,1.0,-162,5,-162,0,0,0,0,0,0,0,0
8/5q2/1R3nk1/4Q3/pp6/P4PPp/1P3K1P/8 w - - 0 51,69,1,white_winning,1.0,-9698,533,-6524,-1000,0,0,0,0,0,0,-1079
8/p3k3/R1np3r/1R6/1p3N1P/1P4P1/P4PK1/2r5 b - - 4 40,74,1,white_winning,1.0,-4653,515,-3337,0,195,0,0,0,0,0,-661
r1bq1k1r/1pp1np2/p2p1N2/4p2R/1PP1P1p1/P2P2P1/5P2/R2QKB2 b Q - 0 18,21,0,near_equal,0.5,-2755,26,-738,-1060,0,-376,-350,0,0,0,-231
2r1k2r/pp1bppbp/3p4/n2P2p1/PqP1n3/1p2P1B1/3N1PPP/RN1QKB1R w KQk - 2 17,0,0,black_winning,0.0,5285,-465,2082,2795,-100,152,-400,0,0,0,756
r4rk1/p1q1p1bp/1npppnp1/8/3PP3/2NQ3P/1PP1BPP1/R1B1R1K1 w - - 4 15,10,0,white_winning,1.0,-968,176,-901,0,0,0,33,0,0,-100,0
1k1r3r/pp2n1b1/2n1b1pp/1N3p1P/1pPp4/P2P2P1/1B1N1PB1/2R1K2R w K - 0 24,42,0,near_equal,0.5,1472,-52,1141,0,0,31,300,0,0,0,0
8/4kp2/1prr2pp/pR6/4P3/6P1/6KP/1R6 b - - 0 43,85,1,black_winning,1.0,4706,-415,3101,0,-75,0,0,0,0,0,740
8/6k1/3Q4/1p6/2q4p/P7/1P6/1K6 b - - 6 51,85,1,near_equal,0.5,611,-10,251,0,-200,0,0,0,0,0,0
r2qk2r/pb1n1ppp/3bp3/2pn4/8/P3PN1P/1PQ1BPP1/RNB1K2R w KQkq - 0 11,0,0,near_equal,1.0,1000,14,600,0,0,0,400,0,0,0,0
r1b1k1nr/4p2p/2p2ppb/p1pp4/2P5/4PNBP/1P3PP1/3QKB1R b Kkq - 0 17,42,0,white_winning,1.0,-3244,475,-3177,0,0,-119,52,0,0,0,0
8/2k5/6p1/3r2P1/5P1p/1P1N3R/r2pK1P1/8 b - - 11 52,90,1,black_winning,0.0,1219,-170,2531,-1180,-300,0,0,0,0,0,0
3R4/8/5p2/2p1b3/2P5/3p1P1n/5P1k/5K2 b - - 3 47,106,1,black_winning,0.0,5886,-191,3333,0,0,0,0,0,0,0,783
rnb1k2r/pp2bpp1/2pp1n1p/q3p3/P2PP3/2N2N1P/1PPB1PP1/R2QKB1R b KQkq - 2 8,0,0,near_equal,1.0,-591,53,-195,0,0,0,-396,0,0,0,0
1b6/5k2/1p1r3p/pP6/N2PpPpP/1P6/4RP2/7K b - - 2 40,96,1,near_equal,0.5,693,-36,-312,255,750,0,0,0,0,0,0
r2q1k2/p2p1B1r/1p1bpnQp/2p1N3/2PP4/1PN1P1P1/P4P1P/R1B1K2b w Q - 1 15,16,0,white_winning,0.5,-2889,214,-1535,0,0,-703,-400,0,0,-200,-51
2k1r3/ppp2p1p/2Pr2p1/7q/P1P5/3BBN2/2P2PK1/b1Q1R3 b - - 0 19,32,0,near_equal,1.0,2000,72,1715,1075,0,-316,-264,0,0,-300,90
r2qk2r/pp1nppbp/3p2p1/P4n2/2Pp4/1P3BPP/3BPP2/RN1QK2R b KQkq - 1 12,10,0,near_equal,1.0,833,-132,533,0,0,0,400,0,0,-100,0
4rkr1/Q3pp1n/3p2p1/BPpP2Pp/4B2q/P2PP3/5P1b/1R2KR2 w - - 0 33,21,0,white_winning,1.0,-3339,234,-1689,0,-664,-75,-350,0,0,-300,-261
2r1k2r/Bp3ppp/8/bb2p3/8/PP1nP3/3NNPPP/1R1K1R2 b k - 2 22,53,0,black_winning,0.5,-299,-248,-672,0,0,142,131,0,0,100,0
r3k2r/pp3ppp/2p5/1P1bP3/8/P1R3P1/8/2B1R1K1 w kq - 2 25,74,1,black_winning,0.5,3614,-237,2394,0,0,0,0,0,0,0,635
2r2k2/1p1q1pp1/3N4/7r/1PP2Q1p/7R/5PPP/3R2K1 w - - 1 29,37,0,white_winning,1.0,-10416,479,-5552,-2810,0,0,-300,0,0,0,-1754
7r/1p3k1p/p1p1qp1Q/P1RB4/8/1p2P1P1/5P2/1R4K1 b - - 0 28,48,0,white_winning,1.0,-11320,598,-8341,1542,-375,-150,-183,-2538,0,0,-1275
4k3/pp2p3/4rp2/4P3/2P1R2P/1P2pKP1/P7/8 b - - 0 33,106,1,white_winning,1.0,-5050,342,-1986,-1102,-250,0,0,0,0,0,-955
r4k1r/1p3pp1/p1nn3p/4bb1P/R7/8/R1N1PPB1/1NB1K3 b - - 8 28,42,0,black_winning,1.0,4144,-204,3197,0,0,54,300,0,0,0,593
8/8/5p2/2p1b3/2Pp1nR1/5P2/5P1k/3K4 w - - 6 43,106,1,black_winning,0.0,5477,-195,3959,0,-360,0,0,0,0,0,783
2b1k2B/rp1nn2p/1q2N1p1/p7/Q1B5/8/PP2NbPP/R4K1R w - - 1 18,10,0,white_winning,1.0,-7529,395,-6003,0,0,-114,-400,0,0,0,-1012
3r1k1r/pp1b2p1/2p2p2/P1q1p2p/R3P1nP/1PN3P1/2PNQPB1/4K3 w - - 4 26,26,0,black_winning,0.0,2845,-227,2648,0,0,-75,90,0,0,-200,382
r1bqk2r/p4p1p/2pb1np1/3pp3/P7/1P1BP3/1BP2PPP/RN1QK2R b KQkq - 0 10,10,0,near_equal,0.0,-51,-102,-451,0,0,0,400,0,0,0,0
1r4k1/p4ppp/Prp4b/4P3/1n1P4/1p3RP1/1P2N1NP/R6K b - - 0 41,64,0,near_equal,1.0,-327,-37,149,0,0,-32,-244,0,0,-200,0
rnb4r/1p2k1pp/pq1bp3/2p2p2/2Q1nB2/P4NP1/1PP2PBP/RN1R2K1 w - - 4 14,0,0,white_winning,0.5,-558,205,-1383,1015,0,75,-265,0,0,0,0
r3k3/pp2pp2/n2p1bp1/2pPr3/2P1P2P/P1N1B1P1/1P1R2P1/2K4R b - - 2 25,64,0,near_equal,1.0,-1800,138,-1291,0,0,75,-285,0,0,0,-299
k2r2q1/1p6/pQb5/4R3/1P1PP3/P5PB/5P2/4K3 b - - 0 41,53,0,white_winning,0.5,-8012,182,-5954,0,268,-681,-300,0,0,0,-1345
r1b1k1nr/1p5p/p1np1p2/2b1p3/1q5R/2NQ2B1/PPP1PPP1/2KR1BN1 b kq - 1 15,0,0,white_winning,1.0,35,198,-511,0,0,146,400,0,0,0,0
r4rk1/p3n1bp/1npq1pp1/5b2/2PN4/2B3P1/PP1NQPBP/R3K2R w KQ - 0 15,0,0,white_winning,0.5,-1064,324,-530,-200,0,-75,-259,0,0,0,0
2rr2k1/1p2p1bp/p3p1p1/3qnn2/8/P1NB3P/1PPB1PPQ/1RK4R b - - 5 21,10,0,black_winning,0.0,625,-301,298,0,0,27,400,0,0,-100,0
4rrk1/p2bb1p1/1q1p1n1p/p1pP4/1nP1pN1P/1QN1P3/1P3P2/R1BBK2R w KQ - 4 25,0,0,near_equal,0.0,1467,-89,1142,0,0,-75,400,0,0,0,0
2k1r3/pp5p/2p1b1p1/2b2p2/r7/P2BN1PP/1PP2P2/R3K2R w KQ - 4 20,64,0,near_equal,0.0,1196,-125,540,0,0,56,300,0,0,300,0
r3k2r/pp2ppbp/3p1np1/3P1q2/3Q4/4B1P1/PP2PPBP/R3R1K1 w kq - 5 15,21,0,near_equal,1.0,-802,77,-227,0,0,75,-350,0,0,-300,0
8/8/4k3/4Pp2/r4P2/6K1/2R4P/8 b - - 2 44,106,1,white_winning,1.0,-5294,278,-3605,0,600,0,0,0,0,0,-1000
1r5r/3k3p/p7/3n2B1/8/P2P3P/5bP1/R2K3R b - - 0 28,69,1,black_winning,0.0,2249,-446,1957,0,0,0,0,0,0,0,292
r3k2r/1bpnqpb1/1p2pnp1/pN2N2p/2PP1B2/3B4/PP3PPP/R2QR1K1 b kq - 2 13,0,0,white_winning,1.0,-2234,166,-562,-1015,0,-64,-400,0,0,0,-193
1q4k1/3npN1p/2B2np1/R3p3/5b2/3Q2PP/1PP2P2/4R1K1 b - - 0 26,37,0,white_winning,1.0,-12775,396,-9610,-1145,0,60,-20,0,0,200,-2260
8/r4B2/4Pk2/b2R2NP/8/1p3K2/1P6/8 b - - 0 41,90,1,white_winning,1.0,-12492,446,-8810,0,-40,0,0,0,0,0,-1966
3r1k1r/pp1b2p1/2p2p2/P1q1p2p/R1N1P1nP/1PN3P1/2P1QPB1/4K3 b - - 5 26,26,0,black_winning,0.0,2640,-231,2561,0,0,-75,-28,0,0,-200,382
4r2r/ppk2p2/5Q2/3p1p1p/3P3P/P3PP2/3KN3/q5R1 b - - 2 32,48,0,near_equal,0.0,3547,-149,2564,23,0,190,-82,-1809,1311,0,1350
rnb1kb1r/p1q1pp1p/1p3np1/2Pp4/1P6/2P1PB2/P4PPP/RNBQK1NR b KQkq - 1 7,0,0,near_equal,0.0,-1238,-52,-1114,155,0,0,-279,0,0,0,0
3q1k2/3Pp3/2r3p1/1p6/5p1r/2P1QPRP/4P3/3RK3 w - - 0 46,42,0,near_equal,0.5,-2058,146,-1675,0,300,-147,-224,0,0,0,-312
r1b2rk1/1p1p2pp/p1P1p3/q1p4n/2P3P1/P3BN1P/Rb1N1P2/3QKB1R b K - 1 15,5,0,white_winning,1.0,175,374,-1463,2030,0,-75,-117,0,0,-200,0
8/8/7k/3R2p1/2pB1r1p/p6P/P5P1/2R4K b - - 0 50,90,1,white_winning,1.0,-13514,675,-9131,0,-825,0,0,0,0,0,-2618
r2r2k1/5pq1/2pBp1p1/p3Q2p/3RpP1P/2P3P1/P1P1B3/2K4R b - - 7 27,32,0,white_winning,1.0,-10817,546,-6096,-1637,-300,-506,-300,0,0,-300,-1678
r2qk2r/pb1n1ppp/1p1bp3/2Pn4/8/P3PN1P/1PQ1BPP1/RNB1K2R b KQkq - 0 10,0,0,near_equal,1.0,540,-23,-860,1000,0,0,400,0,0,0,0
r3k2r/pp2ppbp/3q1np1/2ppnb2/P2P3N/1NP3P1/1P2PPBP/R1BQK2R b KQkq - 0 10,0,0,near_equal,0.5,1570,68,893,0,0,277,400,0,0,0,0
4k2r/1p1n3p/p4pp1/4p3/1b6/2NQ4/Pq1N1PPP/6KR w k - 2 31,42,0,black_winning,0.0,2287,-228,1671,0,0,-22,169,0,0,-200,669
5k1r/1p5p/p3qp2/P1Rp3Q/8/1p2P1P1/5P2/1R4K1 w - - 2 30,53,0,white_winning,1.0,-6025,656,-3397,-1089,-375,-101,80,0,0,0,-1143
r1b1k2r/1p2b1pp/p1p2n2/P1n5/1q1NN3/Bp2P1P1/5PBP/R2Q1RK1 b kq - 1 17,0,0,white_winning,1.0,-614,248,86,0,-375,75,-400,0,0,0,0
r1b1kb1r/q2n1p2/ppp1p1p1/P2n3p/1PBP4/BQN1PN2/5PPP/R3K2R b KQkq - 3 14,0,0,near_equal,0.0,-1578,122,-1178,0,0,0,-400,0,0,0,0
rnbqkb1r/1pp2p2/p1n1p2p/3p4/3P2pN/2P3P1/PP1B1P1P/RN1QKB1R w KQkq - 1 11,0,0,near_equal,1.0,1289,19,1949,-1060,0,0,400,0,0,0,0
r1b1kb1r/5p2/p2pp3/1qp1n1pp/2P1PN2/3Pn1P1/RP3PBP/3QKN1R w Kkq - 0 15,5,0,near_equal,0.0,1333,-124,4198,-3295,0,129,1,0,0,300,0
6k1/8/p5pp/2p2p2/P2b1P2/6P1/R2K3P/2r5 b - - 3 39,101,1,black_winning,0.0,9524,-388,7103,0,23,0,0,0,0,0,1748
r1b1k1nr/2qp1pp1/p1p1p2p/8/4P2P/2P1BQ2/P1P2PP1/R3KB1R w KQkq - 0 11,21,0,near_equal,1.0,-548,139,228,0,0,-126,-350,0,0,-300,0
r3k2r/1p1np1bp/p1n1p1p1/2qp4/8/P1N3QP/1PPBPPP1/R2K1B1R b kq - 1 13,10,0,black_winning,0.0,582,-204,39,0,0,243,400,0,0,-100,0
1r1q2k1/4n1pp/Qn1pp3/2p1P1N1/8/2N5/PPP2rPP/2KR3R w - - 0 16,21,0,white_winning,0.0,-1356,285,-1335,-30,0,-86,95,0,0,0,0
4kb1r/1p2pp1p/p2q1np1/8/2Q5/2N2N2/PP3PPP/4K2R b Kk - 2 20,42,0,near_equal,0.0,766,-114,1120,0,0,0,-154,0,0,-200,0
3rnk1r/5p2/1q2p1p1/4P1P1/2PpP1Qp/3B3P/5R2/4R2K w - - 1 46,32,0,near_equal,0.0,-439,104,420,0,-184,-375,-300,0,0,0,0
4k3/2p1P3/p3p3/1p1r3r/5Bp1/1PP2bRP/P4P2/4RK2 b - - 1 32,74,1,near_equal,0.5,-568,-80,-2368,1200,600,0,0,0,0,0,0
8/4k1p1/2pr1p2/pr6/2RpP1pP/1P1N2P1/2K2P2/8 w - - 2 42,90,1,black_winning,0.0,5168,-276,4091,0,-800,0,0,0,0,0,982
4k2r/pp2pp1p/3p4/n2r2p1/Pb3P2/1p1BP1P1/q2NK1P1/4Q2R b k - 0 26,32,0,black_winning,0.0,12120,-543,10446,30,-75,0,-38,0,0,0,1757
6kr/1p1n1ppp/4p3/1P2n3/r2B4/PN1P2P1/4P2P/R3K2R w KQ - 1 22,64,0,white_winning,1.0,-1243,245,-1512,0,0,53,16,0,0,200,0
r3k2r/pb3p1p/1qn1pp2/1p1p4/1b5P/3P1NP1/PPQNPPB1/R3K2R b KQkq - 4 12,10,0,near_equal,0.5,158,-87,-342,0,0,0,400,0,0,100,0
rn2kbnr/pp3ppp/4p3/1qppP3/P2P4/2P4P/1P3PP1/RNBQK1NR b KQkq - 0 8,10,0,near_equal,1.0,-170,9,188,0,0,0,-358,0,0,0,0
4kbnr/p5pp/q1p1p3/3pPp2/Pn1P4/1R2BQ1P/1P2NPP1/1N4K1 w k - 2 20,32,0,white_winning,1.0,-195,195,-1013,1045,0,-38,-189,0,0,0,0
2Q2b1r/1p3kp1/p4n2/3np1B1/P1B5/7p/1PP2PPP/4R1K1 b - - 0 26,58,0,white_winning,1.0,-11148,425,-8533,-1033,0,0,105,0,0,-100,-1587
r1bqk2r/1p4b1/p3p3/5p1p/P4Pp1/2PpN3/1P3PBP/R3RQK1 b kq - 0 28,21,0,near_equal,0.0,398,-99,661,0,-375,75,-263,0,0,300,0
8/8/6pp/5k2/3B1P2/1N6/1P1p1P1P/3Kb3 w - - 1 38,112,1,white_winning,1.0,-9660,472,-4328,-1200,-600,0,0,0,0,0,-2527
3k4/R4p1r/p4Pp1/2rp4/3p2P1/1P1K1P1p/P2B3P/2R5 b - - 2 37,80,1,white_winning,1.0,-6955,555,-3652,0,-1312,0,0,0,0,0,-1096
r3k2r/3bn2p/2p1pppb/p1Bp4/2P5/1Q1BPN1P/1P3PP1/4K2R b Kk - 0 22,42,0,white_winning,1.0,-3979,328,-4077,0,0,0,98,0,0,0,0
3nr1k1/2B1b3/4Pp1Q/1q1B1P1p/pppp2pP/3P4/1nPN4/6RK w - - 0 39,32,0,white_winning,1.0,-526,341,2159,-2045,-246,-158,-136,0,0,-100,0
r4k1r/1q1nnpb1/2b1p1pp/2N1N3/1PQP1B2/P7/2B2PPP/R1R3K1 b - - 7 26,0,0,white_winning,1.0,-3910,389,-3356,0,235,0,-400,0,0,0,-389
r1bq1k1r/pp3pp1/2nbpn1p/2pp4/2P4P/PPNP1NP1/R3PP2/2BQKB1R b K - 0 9,0,0,near_equal,0.0,482,-38,157,0,0,-75,400,0,0,0,0
1r4k1/p4p2/2p3pp/8/P1qPQP2/1rb3P1/R6P/1R4K1 w - - 0 31,37,0,black_winning,0.0,4550,-441,4138,0,0,-336,-104,0,0,0,852
6k1/5p2/p5p1/n3n2p/2P4P/1P2K1P1/8/3B4 w - - 5 39,112,1,black_winning,0.0,5683,-213,3173,0,150,0,0,0,0,200,1355
r4rk1/pp1n1pp1/2pb1n1p/q2pp3/2PP4/1P1BPQ1P/PB1N1PP1/R2R2K1 w - - 0 14,10,0,near_equal,1.0,-603,84,-388,0,0,0,-115,0,0,-100,0
r1bqkb1r/pp3ppp/2pp1n2/4n3/2PQ4/1PB1P1P1/P4P1P/RN2KBNR b KQkq - 0 9,0,0,near_equal,0.5,155,-76,137,0,0,0,18,0,0,0,0
2r5/5pk1/2pBp1p1/r6p/2R2P1P/pKP3P1/P1P1B3/3R4 w - - 2 35,74,1,white_winning,1.0,-12644,673,-7851,-1225,0,0,0,0,0,-300,-2328
r1bqk2r/ppp1bppp/2n5/3np3/1P6/P3P1P1/3P1P1P/RNBQKBNR b KQkq - 0 7,0,0,near_equal,0.5,567,-94,167,0,0,0,400,0,0,0,0
r2rn1k1/pp3ppp/4bn2/2R5/7P/1PBpP1P1/1P3PB1/4NK1R w - - 0 21,53,0,near_equal,0.0,81,-105,465,28,-125,-16,-171,0,0,-100,0
1k4r1/pp3rb1/7p/2P2n1p/2Pp4/BR3BP1/5P2/5K1R b - - 4 36,64,0,near_equal,0.5,-283,113,1446,-1118,-200,-139,28,0,0,-300,0
3k1b1r/1r1p1p2/p3pPp1/1q6/3Q1B2/1P1P1PPp/P1R4P/5K1R w - - 3 27,32,0,near_equal,1.0,-2563,147,-1298,0,0,-730,-300,0,0,0,-235
1n2k2r/r3Ppbp/2p3p1/q7/PpQP4/1N3NP1/1P3P1P/R2R2K1 b k - 3 22,21,0,white_winning,1.0,-2349,374,-4067,2097,507,-336,-350,0,0,-200,0
2k5/Q1pr1p1p/6p1/2p5/P1P1q3/6B1/2P2PB1/6K1 b - - 1 29,64,0,white_winning,1.0,-1193,254,-435,0,-83,-451,76,0,0,-300,0
2k5/2p5/pq6/3B1P2/p7/2NQ4/8/3K4 w - - 14 55,74,1,white_winning,1.0,-11711,509,-6660,-1862,-440,0,0,0,0,0,-2209
2k5/p4R2/R1np3r/8/1N5P/1P4P1/P1r2PK1/8 b - - 2 44,74,1,white_winning,1.0,-983,565,-4518,3250,285,0,0,0,0,0,0
8/2k5/2n5/4r2p/5R2/2P1B1KP/2P5/8 w - - 2 55,96,1,white_winning,0.5,-4723,268,-2690,0,0,0,0,0,0,0,-938
8/1RR2pp1/4p1k1/4P3/5P2/b5P1/1r6/3K4 w - - 9 71,90,1,white_winning,1.0,-4704,253,-1726,-1045,0,0,0,0,0,0,-1038
1B2r1k1/Q7/4pq2/p2p2pp/2p5/8/P5PP/2RR3K w - - 0 39,48,0,white_winning,1.0,-7068,610,-4630,-1069,-559,313,219,0,0,0,-1342
8/3q4/5nk1/1pR1Q3/p7/P4PPp/1P2K2P/8 w - - 7 44,69,1,white_winning,1.0,-8673,502,-5333,-1135,0,0,0,0,0,0,-1110
2k4r/1p4p1/2pp1p2/2n1p2r/2P1P3/q1NPB1P1/P1Q2R1P/6K1 b - - 3 26,37,0,black_winning,0.0,2840,-274,2612,0,0,0,-147,0,0,0,375
r1b1kb1r/pp3p1p/1qnppnp1/2p5/4P3/2NP1NP1/PPP1QPBP/R1B2RK1 b kq - 3 8,0,0,near_equal,0.0,218,35,174,0,0,75,-31,0,0,0,0
8/k7/6p1/3r2P1/5P1p/1P1N3R/r2p2P1/3K4 b - - 23 58,90,1,black_winning,0.0,576,-209,2356,-1180,-600,0,0,0,0,0,0
r2qk1nr/ppp2ppp/1b1p4/4p3/1PPnP3/P1N1B3/2P2PPP/1R1QK1NR b Kkq - 0 9,10,0,near_equal,1.0,62,-9,264,0,0,0,-202,0,0,0,0
r3k2r/3p4/pp2P1pb/4np1p/4P2P/7R/PPN2PP1/3RKB2 b kq - 0 23,64,0,near_equal,0.0,335,86,-500,1000,0,-196,31,0,0,0,0
r1b1k2r/1p1p1ppp/p3p3/2b5/P3P3/1BN4q/1PPQ1P2/R1B2RK1 b kq - 9 21,16,0,near_equal,0.5,-594,-78,-289,0,0,95,-400,0,0,0,0
4q3/7k/P2r2pp/8/2Bb1P2/P1R3P1/2Q3KP/8 b - - 0 35,53,0,white_winning,0.5,-1023,153,-3736,1550,250,72,44,0,1593,0,-796
3q4/k7/1pQ3p1/P1p1P2p/2P4P/6P1/2K5/8 b - - 0 47,85,1,white_winning,1.0,-4366,261,-2424,-90,-80,0,0,0,0,0,-419
5k2/p1q1p3/6pr/1p1Pbp2/1Br5/1Q2R2P/1P2PP2/3RK3 b - - 10 36,32,0,near_equal,0.5,182,-55,-115,0,0,122,175,0,0,0,0
8/3b4/3pk3/2p1p3/4PbK1/1r3B2/RP3P2/8 w - - 4 49,90,1,black_winning,0.0,9002,-422,5970,0,0,0,0,0,0,300,1282
r2r2k1/1p2p1bp/p3p1p1/3qnn2/4N3/P2B3P/1PPB1PPQ/1RK4R b - - 3 20,10,0,black_winning,0.0,1847,-307,139,1200,0,0,400,0,0,-100,208
rn2kb1r/pp1b1ppp/Q3p3/8/3N4/1PB1P3/P4PPP/RN2K2R b KQkq - 0 14,32,0,white_winning,0.5,-874,179,-10583,10000,0,-91,-300,0,0,100,0
2r1k2r/1bq1bppp/p3p3/1pP1p3/1P2P2P/P1NBQ3/5PP1/R3K2R b KQk - 0 18,21,0,near_equal,1.0,34,56,-516,0,600,0,-350,0,0,300,0
r2qkb1r/pp3ppp/1n2pn2/4B3/3P4/3B1b2/PPQ2PPP/RN2K2R w KQkq - 0 12,5,0,near_equal,0.0,399,-148,3847,-3450,0,0,-198,0,0,200,0
r2qk2r/1Q1nn1pp/p2pp3/2p5/4P3/2N5/PPP2PPP/R3K1NR w KQkq - 0 11,21,0,white_winning,0.0,-693,152,-1011,0,0,0,318,0,0,0,0
r3kb1r/5pp1/pP2p2p/1np5/N7/PP1BPP2/1B1K3P/3R3R b - - 2 21,58,0,white_winning,1.0,-4659,516,-3792,0,125,-131,-40,0,0,-300,-521
1k1r4/1bp5/p7/3n1P2/p1QPN3/2P5/3q1P2/1K3R1B b - - 5 38,42,0,near_equal,1.0,-1209,45,-924,0,-100,115,-300,0,0,0,0
rn2k2r/7p/p1pqN1p1/1p1Pb3/4B3/2P4N/PP3PRP/R2Q1K2 b kq - 0 18,16,0,white_winning,1.0,-6076,642,-5608,1015,0,-194,-400,0,0,-200,-689
2q2rk1/ppr2ppp/8/3pp3/b7/1N3QP1/3RB2P/4K2R w K - 2 24,26,0,black_winning,0.0,2418,-238,3815,-1325,-650,125,350,0,0,0,103
r7/7k/p1RP4/1ppP1r1P/2P3P1/P1PK4/8/8 w - - 0 50,96,1,white_winning,1.0,-9987,210,-1319,-6135,2006,0,0,0,0,0,-2139
r1b1k2r/1p3pp1/p1nbpn1p/2pp4/7P/NqPP1NP1/PP2PPB1/R1B1K2R w KQkq - 0 11,21,0,black_winning,1.0,789,-331,10324,-10000,0,115,350,0,0,0,0
1nr1kb1r/pp3ppp/3pb3/q2n4/3BN3/P1N3Q1/1P2PPPP/2KR1B1R b k - 4 16,0,0,near_equal,1.0,-133,-67,192,0,0,75,-400,0,0,0,0
rnb2rk1/ppq2ppp/3b1n2/3pN3/P3pP2/1P2P3/1BPNB1PP/R2QK2R b KQ f3 0 11,0,0,near_equal,1.0,382,-66,57,0,0,-75,400,0,0,0,0
3r4/pP1k4/P5pp/5p2/2P2P2/2K4P/6P1/2R5 b - - 1 48,106,1,white_winning,1.0,-6594,555,-4750,0,600,0,0,0,0,0,-869
r1n1k3/1p6/p3p1p1/2B3P1/3P4/5p2/PP1KNR2/8 b q - 1 34,90,1,white_winning,0.5,-1743,312,-3165,2250,-750,0,0,0,0,0,-78
4k2r/1p5p/p4pp1/2n1p3/8/N4Q2/P4PPP/2q1bNKR b k - 9 34,42,0,black_winning,0.0,3074,-334,2230,0,0,75,300,0,0,-200,669
r3kb1r/2n2pp1/p3p2p/1Pp5/N7/PP2PP2/1BnKBP1P/3R3R w - - 3 19,53,0,white_winning,1.0,-3392,475,-309,-2250,0,0,-71,0,0,-100,-662
2rq1k1r/5pp1/1p2bn2/p2p4/P4Q1p/1P2PN1P/3NBPP1/R5K1 b - - 0 25,26,0,near_equal,0.0,788,-133,1975,-1060,0,0,73,0,0,-200,0
r5k1/4r1p1/2R1p2p/2P4P/4R3/p1KB1P2/P1P3P1/8 b - - 6 35,80,1,white_winning,1.0,-10608,423,-7832,0,220,0,0,0,0,0,-1732
6k1/5p2/p5p1/n3n2p/2P4P/1P4P1/3K4/3B4 b - - 6 39,112,1,black_winning,0.0,5534,-385,3179,0,150,0,0,0,0,200,1355
r1b2rk1/1p1p2pp/pqP1pb2/2p4n/2P5/4BN1P/PP1N1PP1/R2QKB1R b KQ - 0 12,5,0,white_winning,1.0,-2269,287,-2593,1000,0,-75,36,0,0,-200,-437
